post_shortcode;comment_text;final_data;predicted_aspect;sentiment_label;sentiment_value
DHz7X7GPjBa;Kesukaan @deny.eka.pratama @agusharyadi10 @robby.achmadi69 @andikahadi_  IPAR ADALAH MAUT :fire::fire::fire:;suka ekapratama achmadi ipar maut;Lainnya;Netral;0
DHz7X7GPjBa;@widyarigga sdh bs d tebak judul film nya... :face_with_tears_of_joy::face_with_tears_of_joy:;tebak judul film nya;Lainnya;Netral;0
DHvpNKGPbWR;Banjarsari, cerme 3 hari pdam mati;banjarsari cerme pdam mati;Air Tidak Mengalir;Negatif;-1
DHub4LCziVP;Masya Allah :palms_up_together::sparkles:;masya allah;Lainnya;Netral;0
DHub4LCziVP;Masya allah tabarakallah :red_heart::clapping_hands::raising_hands:;masya allah tabarakallah;Lainnya;Netral;0
DHub4LCziVP;Pdam tolong ya perumahan kencana residence kalilom lor indah,klo siang airnya tdk pernah nyala,malam nyala di atas jam 9 tp ini tdk nyala,gimana mau kerjaa,saya sdh tahan2 dr lama ini;pdam rumah kencana residence kalilom lor indah kalau siang air tidak hidup malam jam tidak hidup gimana kerjaasaya tahan;Lainnya;Netral;0
DHshgZavd1e;Selamat liburan minn:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;selamat libur;Lainnya;Netral;0
DHqTyqwvbip;Enaknyaa;enak;Lainnya;Netral;0
DHqTyqwvbip;Kapan min air di Gunung sari hidup...? Udah 7 jam ini matinya :crying_face:;admin air gunung sari jam mati;Air Tidak Mengalir;Negatif;-1
DHqTyqwvbip;Tidak ad info ,air pdam mati area sawunggaling min;tidak informasi air pdam mati area sawunggaling admin;Air Tidak Mengalir;Negatif;-1
DHqTyqwvbip;Seger nih;segar;Lainnya;Netral;0
DHqTyqwvbip;Min, wiyung gg 1 airnya kok mati ya?;admin wiyung gang air mati;Air Tidak Mengalir;Negatif;-1
DHqTyqwvbip;Info yg bermanfaat :fire:;informasi manfaat;Lainnya;Netral;0
DHqTyqwvbip;Min area kodam air nya kok mati?  Tidak ada info pemberitahuan;admin area kodam air nya mati tidak informasi pemberitahuan;Pelayanan;Negatif;-1
DHqTyqwvbip;Mohon bantuannya untuk pembatalan pengaduan PDAM karena sudah teratasi bagaimana ya :folded_hands:;mohon bantu batal adu pdam atas;Pelayanan;Netral;0
DHqTyqwvbip;Halo min Gunungsari 2 airnya mati dan tdk ada info pemberitahuan. Tolong dinyalakan kembali plis, sdh pengaduan via WA juga;halo admin gunungsari air mati tidak informasi pemberitahuan nyala adu via whatsapp;Pelayanan;Negatif;-1
DHqTyqwvbip;gimana ini air mati kok gk ada pemberitahuan sama sekali;air mati ga pemberitahuan;Pelayanan;Negatif;-1
DHqTyqwvbip;min kok gaonok pemberitahuan kodam mati total;admin gaada pemberitahuan kodam mati total;Pelayanan;Negatif;-1
DHqTyqwvbip;Min, kodam mati min airnya min.... bisa2nya bikin gebrakan tanpa pemberitahuan;admin kodam mati admin air admin bisa bikin gebrak pemberitahuan;Pelayanan;Negatif;-1
DHqTyqwvbip;Mohon berkenan buka DM saya :folded_hands:@pdamsuryasembada;mohon kenan buka pesan;Lainnya;Netral;0
DHqTyqwvbip;@pdamsuryasembada Ini kenapa air mati total ya. Tidak ada info dan penjelasan dari PDAM sebelumnya.;air mati total tidak informasi jelas pdam;Air Tidak Mengalir;Negatif;-1
DHpnD3Pvkdi;Pak air di pulosari mati, kok tidak ada pemberitahuan ya?;air pulosari mati tidak pemberitahuan;Pelayanan;Negatif;-1
DHpnD3Pvkdi;Mau tanya harga 1m kubik pdam surabaya brp y?;harga m kubik pdam surabaya;Harga;Netral;0
DHpnD3Pvkdi;Pak air di kodam mati,kate sholat bingung g onok banyu;air kodam mati ingin sholat bingung ga air;Lainnya;Negatif;-1
DHpnD3Pvkdi;Pak air daerah gunungsari mati. Sampek kapan ya?;air daerah gunungsari mati;Air Tidak Mengalir;Negatif;-1
DHpnD3Pvkdi;Min klo udah download apk CIS, tp lupa ga catat meteran mandiri gmn ya?;admin download aplikasi cis lupa ga catat meter mandiri;Meteran (Macet/Bermasalah);Netral;0
DHpnD3Pvkdi;So far bad experience, air mati sebelum masuk meteran tetapi tidak ada penanganan yang baik dari pihak PDAM, pelaporan hanya cmn bertugas melapor tanpa ada konfirmasi pengerjaan yg jelas, laporan setelah tinjau pun tidak akurat, kacau;buruk alam air mati masuk meter tidak tangan pdam lapor cuman tugas lapor konfirmasi kerja lapor tinjau tidak akurat kacau;Lainnya;Negatif;-1
DHpnD3Pvkdi;Daerah lontar pakuwon 2hari air mati terus bisa nyala waktu malem doang, gimana nih?;daerah lontar pakuwon air mati malam doang;Air Tidak Mengalir;Negatif;-1
DHpnD3Pvkdi;Halo, saya sudah mengajukan pengaduan karena air PDAM mati lewat WA, Web, dan DM. Tolong segera ditanggapi ya. Terimaksih;halo aju adu air pdam mati whatsapp web pesan tanggap terima kasih;Pelayanan;Positif;1
DHpnD3Pvkdi;TOLONG YA! JAMAN UDAH CANGGIH. KENAPA SIH HARUS ADA PETUGAS CEK METERAN PDAM? MANA MAIN MASUK PAGAR, PADAHAL PAGAR UDAH DI GRENDEL. TOLONG PETUGAS YG DI DAERAH GADING ITU.;jaman canggih sih tugas cek meter pdam main masuk pagar pagar kunci tugas daerah gading;Lainnya;Netral;0
DHpnD3Pvkdi;Pdam mati jm 3 kok ga ada pemberitahuan:woman_facepalming::woman_facepalming:;pdam mati jam ga pemberitahuan;Pelayanan;Negatif;-1
DHpnD3Pvkdi;Pak, saya DM laporan kebocoran pipa pdam di jalan. Mohon ditindaklanjuti.;pesan lapor bocor pipa pdam jalan mohon ditindaklanjuti;Kebocoran;Negatif;-1
DHpnD3Pvkdi;@pdamsuryasembada nyalain airnya min , air mati tanpa pemberitahuan, menghambat aktifitas pagi aja :crying_face:;air admin air mati pemberitahuan hambat aktivitas pagi;Pelayanan;Negatif;-1
DHkxG3hvjwD;Keren banget videonya :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;keren video;Lainnya;Netral;0
DHkxG3hvjwD;luarr biasa, semoga PDAM jaya selalu:fire:;moga pdam jaya;Lainnya;Netral;0
DHkxG3hvjwD;Luar biasa hebat:star-struck:;hebat struck;Lainnya;Netral;0
DHkxG3hvjwD;Daerah kapas lor kecamatan kapas madya baru seharian gak keluar airnya min ini gimana ?;daerah kapas lor camat kapas madya hari tidak keluar air admin;Air Tidak Mengalir;Netral;0
DHkxG3hvjwD;informatif sekali videonya :smiling_face_with_heart-eyes:;informasi video;Lainnya;Netral;0
DHkxG3hvjwD;PDAM Kebraon kumat maneh iki lhoo. Gatau nggawe pengumuman blasss. Heran;pdam kebraon kambuh loh ga pernah pakai umum sama sekali heran;Lainnya;Netral;0
DHkxG3hvjwD;ok punya:fire:;ok;Lainnya;Positif;1
DHkxG3hvjwD;Menyala min :fire::fire::fire:;nyala admin;Lainnya;Netral;0
DHkxG3hvjwD;Kebraon PDAM mati min;kebraon pdam mati admin;Air Tidak Mengalir;Negatif;-1
DHiYTyszS9L;Ga bisa bayar online;ga bayar online;Harga;Netral;0
DHiYTyszS9L;Top :red_heart:;top;Lainnya;Positif;1
DHiYTyszS9L;Wah maaf Pak, TPP PPPK NAKES SURABAYA KOK BELUM ADA KEJELASAN, KATANYA NAIK 50% :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:;maaf nakes surabaya jelas kata;Lainnya;Netral;0
DHiYTyszS9L;Dijojoran pdamx kalau sama yg pakai sanyoo,,,dirumah klre lak malam aja air pdamx;jojoran pdam pakai pompa rumah keluar malam air pdam;Air Tidak Mengalir;Netral;0
DHiYTyszS9L;Assalamualaikum salam Nusantara moga umur panjang ya dan bermanfaat bagi masyarakat ya;assalamualaikum salam nusantara moga umur panjang manfaat masyarakat;Lainnya;Netral;0
DHiYTyszS9L;Banyune butek didaerah tempel Sukorejo IV....pak;air keruh daerah tempel sukorejo iv pak;Air Kotor/Bau;Negatif;-1
DHiYTyszS9L;Best leader :fire:;best pimpim;Lainnya;Netral;0
DHiYTyszS9L;Kapan PDAM Surabaya ada diskon tarif seperti PLN dan operator seluler pak?;pdam surabaya diskon tarif pln operator seluler;Harga;Netral;0
DHiYTyszS9L;air gak keluar pada jam2 sibuk, setelah KOMPLAIN k PDAM. didapatkan solusinya. disuruh pasang pompa air atau pasang tandon :thumbs_up:;air tidak keluar jam sibuk komplain pdam dapat solusi suruh pasang pompa air pasang tandon;Pemasangan;Netral;0
DHiYTyszS9L;Maaf pak di tempat kami daerah Surabaya barat airnya kotor nyalanya jugaa gak deras mana bayarnya mahal .. kalau bisa di turunkan tarif air PDAM;maaf daerah surabaya barat air kotor tidak deras bayar mahal turun tarif air pdam;Harga;Negatif;-1
DHiYTyszS9L;Banyune gak isok diombe pak lek :crying_face:;air tidak minum;Lainnya;Netral;0
DHiYTyszS9L;Apanya yg murah masuk gang kecil aja tarifnya 100 ribu keatas buktinya punya saya sendiri;apa murah masuk gang kecil tarif atas bukti;Harga;Netral;0
DHiYTyszS9L;:fire::fire::fire: Menyala Cak @ericahyadi_;nyala kak;Lainnya;Netral;0
DHiYTyszS9L;Sip:thumbs_up:;sip;Lainnya;Netral;0
DHiYTyszS9L;Gedobros;bohong;Lainnya;Netral;0
DHiYTyszS9L;Murah tapi butek kotor;murah keruh kotor;Air Kotor/Bau;Negatif;-1
DHiYTyszS9L;Klo bisa lebih murah lagi tarif pdam bisa diturunkan lagi donk;murah tarif pdam turun;Harga;Netral;0
DHiYTyszS9L;Kenyataan nya 0;nyata nya;Lainnya;Netral;0
DHiYTyszS9L;Air gk kluar cuma kluar malam ajja hbis isak sampe jam 3;air ga keluar keluar malam aja habis isya jam;Air Tidak Mengalir;Netral;0
DHiYTyszS9L;Harga naik di saya;harga;Harga;Netral;0
DHiYTyszS9L;Karangrejo air PDAM nya byk pasirnya sdh laporan bolak balik;karangrejo air pdam nya pasir lapor kali kali;Lainnya;Netral;0
DHiYTyszS9L;D tempat daerah kedurus air nya kotor pak;daerah kedurus air nya kotor;Air Kotor/Bau;Netral;0
DHiYTyszS9L;IDEM PUOL SAK POL2E... BUMDes DIBERDAYAKAN BUKAN DIMANFAATKAN SESAAT DAN SEPIHAK... Salam Nuswantoro Jaya... DAN SALAM TTG HAL LAINNYA... :Indonesia::flexed_biceps::thumbs_up::folded_hands:;bumd daya bukan manfaat pihak salam nuswantoro jaya salam indonesia;Lainnya;Netral;0
DHiYTyszS9L;Coba di balas dan di surfy yaa;coba balas survey;Pelayanan;Netral;0
DHiYTyszS9L;Pak Bapa saya mohon perrolongan bapak usia 49 thn berikanlah saya pekerjaan demi utk keluarga warga surabaya;mohon tolong usia beri kerja keluarga warga surabaya;Lainnya;Negatif;-1
DHiYTyszS9L;PDAM sing air diminum opo rek.... ono sing doyan ta ngombe air PDAM... digodok wae rasane ane... iya nek jaman 90 an jik kolu diombe... saiki gae adus wae butek... :face_with_hand_over_mouth:;pdam air minum kawan suka ta minum air pdam rebus aja aneh jaman an sanggup minum pakai mandi aja keruh;Lainnya;Negatif;-1
DHiYTyszS9L;Air PDAM murah tapi butek,percuma cak;air pdam murah keruh percuuma kak;Harga;Negatif;-1
DHhkxI3zgfi;Selamat Hari Air kawan :droplet::smiling_face_with_open_hands:;selamat air kawan;Lainnya;Netral;0
DHhkxI3zgfi;Selamat hari air:smiling_face_with_open_hands::smiling_face_with_open_hands:;selamat;Lainnya;Netral;0
DHhkxI3zgfi;Selamat hari air :raised_hand_dark_skin_tone::person_dark_skin_tone::raised_back_of_hand_dark_skin_tone:;selamat air;Lainnya;Netral;0
DHhkxI3zgfi;Selamat hari air:clapping_hands:;selamat air;Lainnya;Netral;0
DHhkxI3zgfi;kerenn:fire:;keren;Lainnya;Netral;0
DHhkxI3zgfi;Mari terus menjaga dan menghemat air:blue_heart::droplet:;mari jaga hemat air;Lainnya;Netral;0
DHhkxI3zgfi;Air adalah zat kimia yang terdiri dari dua atom hidrogen dan satu atom oksigen, dengan rumus kimia H2O :globe_showing_Asia-Australia::droplet:;air zat kimia atom hidrogen atom oksigen rumus kimia ho australia;Lainnya;Netral;0
DHhkxI3zgfi;Min @pdamsuryasembada air dirumahku kenapa ngalirnya kecil sekali:crying_face: tidak seperti biasanya dalam beberapa waktu terakhir;admin air rumah alir kecil tidak dalam;Air Tidak Mengalir;Netral;0
DHfjhrev02K;Selamat Hari Air :white_heart:;selamat air;Lainnya;Netral;0
DHfjhrev02K;Keren :clapping_hands:;keren;Lainnya;Netral;0
DHfjhrev02K;kerennn:fire:;keren;Lainnya;Netral;0
DHYZ_s2vGMk;admin tolong cek dm yaa;admin cek pesan;Lainnya;Netral;0
DHYZ_s2vGMk;Halo kak, kebraon sek suwe ta murupe? Gaonok info blas moro2 mati rek;halo kakak kebraon suwe ta gaada informasi sama sekali mati kawan;Lainnya;Negatif;-1
DHVUmqaP_tB;PDAM Kebraon mati bossqueee. Mana matinya di jam primee hadehhh. Gini kok malah yang dikantor joged joged tiktok terusss. Herann;pdam kebraon mati bos ku mati jam aduh gin kantor joget joget tiktok heran;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Pdam Kebraon mati kah?;pdam kebraon mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Selesai jam berapa pak??;selesai jam;Lainnya;Netral;0
DHVUmqaP_tB;PDAM kebraon grandharvest matiiii pagi pagiii minnn :crying_face:;pdam kebraon grandharvest mati pagi pagi admin;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Min. Daerah dukuh bulu air mati seharian min;admin daerah dukuh bulu air mati hari admin;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;AIR PDAM kebraon mati tapi gak ada info sama sekali,kacau ini jam aktivitas kerja dan sekolah loh ini;air pdam kebraon mati tidak informasi sekali kacau jam aktivitas kerja sekolah loh;Lainnya;Negatif;-1
DHVUmqaP_tB;Kenapa upload foto meteran di aplikasi susah ? Loading terus;unggah foto meter aplikasi susah loading;Meteran (Macet/Bermasalah);Netral;0
DHVUmqaP_tB;Pdam Kebraon belom menyala pak . Sampai sekarang .. pada mau berangkat kerja dan sekolah ini pak . Mohon segera di aliri. Air pak;pdam kebraon nyala berangkat kerja sekolah mohon alir air;Air Tidak Mengalir;Netral;0
DHVUmqaP_tB;Sebaiknya kalau ada giat pekerjaan mematikan aliran Air PDAM kepada Warga. Beberapa hari sebelumnya ada pemberitahuan agar warga dapat mempersiapkan dampaknya. Kebraon mati dari tadi jam 7.30 sampai pukul 13.10 juga belum mengalir. PDAM bisa lebih profesional dalam pelayanan kepada masyarakat. Bukan hanya maaf saja. Agar tidak menjadi Budaya pelayanan apa adanya :fire::fire:;giat kerja mati alir air pdam warga pemberitahuan warga siap dampak kebraon mati jam alir pdam profesional dalam layan masyarakat bukan maaf tidak budaya layan;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;PDAM Kebraon mati sampai kapan ini??;pdam kebraon mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Mestiiiii lak kebiasaan @pdamsuryasembada senengane mateni banyu gak atek woro².;biasa suka mati air tidak pakai umum;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Tolong ditindaklanjuti ya min @pdamsuryasembada . Air di kebraon mati dari sesudah subuh. Orang mau berangkat kerja jadi ga bisa mandi nih. Terima kasih:folded_hands:;ditindaklanjuti admin air kebraon mati subuh berangkat kerja ga mandi terima kasih;Lainnya;Netral;0
DHVUmqaP_tB;Pdam Kebraon mati @pdamsuryasembada  gimana ini ? Anak & suami mau sekolah & kerja, gak ada air;pdam kebraon mati anak suami sekolah kerja tidak air;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Kapan murupe Iki banyune min daerah Kemlaten? @pdamsuryasembada;air admin daerah kemlaten;Lainnya;Netral;0
DHVUmqaP_tB;Kenapa sampai menjelang sore blm mengalir juga?? @pdamsuryasembada;jelang sore alir;Air Tidak Mengalir;Netral;0
DHVUmqaP_tB;Daerah lontar kenapa gak ngalir lagi airnya;daerah lontar tidak alir air;Air Tidak Mengalir;Netral;0
DHVUmqaP_tB;Bapak bapak apakah air matinya masih lamaa, kebraon dari pagi niiih. Mau mandii uda soreee;air mati kebraon pagi nih mandi uda sore;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Dari tadi di kolom komen estimasi 1 jam slesai tp smpek jam set 12 belom nyala nih air HMMM;kolom komen estimasi jam selesai jam set air;Lainnya;Netral;0
DHVUmqaP_tB;Terpantau di Sumberan balas klumprik masih belom nyala ya min :sweat_droplets:...;pantau sumber balas klumprik admin;Lainnya;Netral;0
DHVUmqaP_tB;PDAM daerah kebraon mati sampai jam brp pak?air mati di jam2 org mau beraktifitas;pdam daerah kebraon mati jam pak air mati jam aktivitas;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;selamat pagi, mau nanya ini kak admin, air di kebraon balas klumprik kok smpe pagi ini masih belum mengalir, mohon info apakah masih macet atau masih diperbaikki, terima kasih;selamat pagi kakak admin air kebraon balas klumprik pagi alir mohon informasi macet terima kasih;Air Tidak Mengalir;Netral;0
DHVUmqaP_tB;PDAM Kebraon masih mati, lama sekali;pdam kebraon mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;@pdamsuryasembada Air padam di wilayah Kelurahan Kebraon. Perbaikan sudah selesai atau belum? Kapan menyala/normalisasi lagi? Terimakasih.;air padam wilayah lurah kebraon baik selesai hidup normal terima kasih;Air Tidak Mengalir;Positif;1
DHVUmqaP_tB;Sumberan bongko banyumu,cak @pdamsuryasembada;sumber banyumucak;Lainnya;Netral;0
DHVUmqaP_tB;@pdamsuryasembada Tolong ditindaklanjuti dengan segera, daripada kena marah warga yang terdampak air padam. Tadi awalnya sampai dengan 1 jam (sekitar pukul 9 pagi), air dalam proses normalisasi. Tapi kenyataannya sampai sekarang air belum nyala.;ditindaklanjuti kena marah warga dampak air padam jam pagi air dalam proses normalisasi nyata air;Air Tidak Mengalir;Netral;0
DHVUmqaP_tB;Ayoo pak Ndak dinyalakan air Kebraon , Iki akeh aktifitas pak;ayo tidak nyala air kebraon aktivitas;Lainnya;Netral;0
DHVUmqaP_tB;kasih info dong nih mati jugaa :loudly_crying_face:;kasih informasi mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Jedengku Pesing...gak iso di gebyur...sampai Saiki area balasklumprik jek mati banyune;kamar mandi ku pesing ga siram sampai area balasklumprik mati air;Lainnya;Negatif;-1
DHVUmqaP_tB;Kebraon indah permai air mati pagi ini;kebraon indah permai air mati pagi;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Kebraon PDAM e mati bos. Iki jam kerjo. Mosok budal kerjo gag adus;kebraon pdam nya mati bos jam kerja berangkat kerja tidak mandi;Lainnya;Negatif;-1
DHVUmqaP_tB;PDAM  Kebraon kok mati lagi padahal td sudah nyala tp sebentar ini gmn ya;pdam kebraon mati sebentar;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;kebraon mati om banyue, Ya Allah;kebraon mati om air allah;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Iya pak saya di Kebraon Utama RT 01 mati dari pagi, ada apa ya;kebraon utama mati pagi;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Pdam Kebraon mati dr tadipagi sampe sekarang belum bisa,  knapa ini ya?;pdam kebraon mati tadi pagi;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Sampai sekarang kemlaten masih mati airnya min @pdamsuryasembada;kemlaten mati air admin;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Daan tdk diinfo sama sekali. Pas km mandi waktu nguras pagi,pas air mati;tidak info pas mandi kuras pagi pas air mati;Lainnya;Negatif;-1
DHVUmqaP_tB;Pdam kebraon kok blm nyala ...jam brp nyalanya ini;pdam kebraon jam;Lainnya;Netral;0
DHVUmqaP_tB;pakk, PDAM kebraon mati :loudly_crying_face::loudly_crying_face:;pdam kebraon mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Sido E nyala jam piro Min ,Kebraon Iki ?;nya jam admin kebraon;Lainnya;Netral;0
DHVUmqaP_tB;Air di daerah kebraon kok masih belum nyala;air daerah kebraon;Lainnya;Netral;0
DHVUmqaP_tB;kalau ada perbaikan mohon ada pemberitahuan. jadi bisa persiapan air, dan air bersih di bak mandi tidak tercampur dengan air keruh. kalau begini saya harus kuras bak mandi. MOHON DAPAT DIJADIKAN PERTIMBANGAN DI KEMUDIAN HARI.;baik mohon pemberitahuan siap air air bersih bak mandi tidak campur air keruh kuras bak mandi mohon jadi timbang;Lainnya;Positif;1
DHVUmqaP_tB;Semangatnpak :clapping_hands:;semangat pak;Lainnya;Netral;0
DHVUmqaP_tB;Di lontar belum nyala;lontar;Lainnya;Netral;0
DHVUmqaP_tB;Pdam klumprik mati belum nyala;pdam klumprik mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Pdam kebraon mati lagi nih?;pdam kebraon mati;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Kebraon mati air PDAM e..haduw pagi² lagi;kebraon mati air pdam pagi;Air Tidak Mengalir;Negatif;-1
DHVUmqaP_tB;Mbok ngasih pengumuman dulu baru dimatikan min, ini malah sebaliknya bolak balik komplain tp gak diperhatikan sarannya customer, padahal kan klo ada acara perbaikan itu ada planningnya gak grusak grusuk;umum mati admin kali kali komplain tidak perhati saran customer kan baik rencana tidak buru;Pelayanan;Netral;0
DHVUmqaP_tB;Waduuh ini PDAM KEBRAON belum nyala kahhh?? Tolongg pakk nyalakan airnyaa, butuh iniii;aduh pdam kebraon nyala airnyaa butuh;Lainnya;Netral;0
DHVUmqaP_tB;sampai jam brp ini Kebraon PDAMnya nyala boss???;jam kebraon pdam bos;Lainnya;Netral;0
DHVUmqaP_tB;Kapan nyala iki kebraon, info pok'o minnnnnn, budal kerjo mosok Raup tok;kebraon informasi poko admin berangkat kerja raup tok;Lainnya;Netral;0
DHVUmqaP_tB;Tolong dong, daerah hr muhammad tepatnya dukuh kawal kali kendal air kok mati nyala pun malem. Pdhal kemarin2 sudah lancar, knp balik lagi seperti ini?;daerah muhammad tepat dukuh kawal kendal air mati malam lancar kali kali;Lainnya;Negatif;-1
DHUega5zmZz;halo min daerah kedurus ini kapan airnya bisa nyala? dari pagi airnya mati;halo admin daerah kedurus air pagi air mati;Air Tidak Mengalir;Negatif;-1
DHUega5zmZz;Kenapa yg d daerah bogangin kedurus skitar mati tanpa pmberitahuan sblmnya min... Auto nabyak nabyak :person_facepalming:;daerah bogangin kedurus mati pemberitahuan admin auto nabrak nabrak;Pelayanan;Negatif;-1
DHUega5zmZz;Kebiasaan, perbaikan waktu pagi² dan mau siap² berangkat kerja. Berapa jam ini perbaikannya!;biasa baik pagi berangkat kerja jam baik;Lainnya;Positif;1
DHUega5zmZz;Heleeehhh postingannya telat nah min :crying_face:;posting lambat admin;Lainnya;Negatif;-1
DHUega5zmZz;kedurus ini kapan selesainya jamberapaaaaaa air normaaal?;kedurus selesai jam berapa air normal;Lainnya;Netral;0
DHUega5zmZz;Min...min daerah Kebraon bkok belom nyala dari pagi Ampe sekarang ini gmn saya mau aktifitas klo gak ada air sama sekali;admin daerah kebraon b kok pagi aktivitas tidak air;Lainnya;Negatif;-1
DHUega5zmZz;Kedurus jg mati ya min aernya;kedurus mati admin air;Air Tidak Mengalir;Negatif;-1
DHUega5zmZz;Daerah lontar kok mati ya;daerah lontar mati;Air Tidak Mengalir;Negatif;-1
DHUega5zmZz;Lontar jg mati;lontar mati;Air Tidak Mengalir;Negatif;-1
DHS9657vkdw;Ya Rabb :palms_up_together:;rabb;Lainnya;Netral;0
DHS9657vkdw;Masya allah tabarakallah :palms_up_together:;masya allah tabarakallah;Lainnya;Netral;0
DHS9657vkdw;Tercerahkan saya:raising_hands:;cerah;Lainnya;Netral;0
DHS9657vkdw;semoga keberkahan selalu berpihak pada kita;moga berkah pihak;Lainnya;Netral;0
DHS9657vkdw;sangat bermanfaat mimin :smiling_face_with_heart-eyes::smiling_face_with_open_hands:;manfaat admin;Lainnya;Netral;0
DHS9657vkdw;Masyaallaah :man_bowing::smiling_face_with_open_hands:;masyaallah;Lainnya;Netral;0
DHS9657vkdw;subhanallah;subhanallah;Lainnya;Netral;0
DHS9657vkdw;Aamiin;aamiin;Lainnya;Netral;0
DHS9657vkdw;masyaAllah;masyaallah;Lainnya;Netral;0
DHS9657vkdw;mashaAllah:palms_up_together::sparkles:;mashaallah;Lainnya;Netral;0
DHS9657vkdw;airnya mati sampai kpn ya? kenapa pemadaman air nya di saat orang sedang mau aktivitas? area terdampak nya kedurus ini mati;air mati padam air nya aktivitas area dampak nya kedurus mati;Air Tidak Mengalir;Negatif;-1
DHS9657vkdw;masyaallah:palms_up_together_light_skin_tone:;masyaallah;Lainnya;Netral;0
DHS9657vkdw;masya Allah;masya allah;Lainnya;Netral;0
DHS9657vkdw;Kalo matikan air itu ada pemberitahuan dong,biar org juga persiapan. Area kedurus mati, gimana sihhh;mati air pemberitahuan dong supaya siap area kedurus mati sih;Air Tidak Mengalir;Negatif;-1
DHSuwpSv6sT;Catat meter tiap bulan dimulai dr tgl brp ya?;catat meter mulai tanggal;Meteran (Macet/Bermasalah);Netral;0
DHSuwpSv6sT;Upload foto susah;unggah foto susah;Lainnya;Netral;0
DHQO6OZvT7R;Lagi² nggak ada info,, air mati 17 Maret jam 6 pagi  daerah lontar;tidak informasi air mati maret jam pagi daerah lontar;Air Tidak Mengalir;Negatif;-1
DHN4iWUv4-U;Rumah saya terdampak di daerah Jl Mastrip. Apa perbaikan akan sampai sore hari?;rumah dampak daerah jalan mastrip baik sore;Lainnya;Positif;1
DHN4iWUv4-U;MINTA TOLONG BILA ADA RENCANA UNTUK PEMADAMAN PDAM BISA DI SHARE DI IG. MINIMAL PELANGGAN BISA MENAMPUNG AIR NYA. TERIMA KASIH;rencana padam pdam share instagram minimal langgan tampung air nya terima kasih;Air Tidak Mengalir;Positif;1
DHI-cH5PNUe;semoga puasa tahun ini dapat di lancarkan, amin ya rab :palms_up_together_medium-dark_skin_tone:;moga puasa lancar amin rab;Lainnya;Netral;0
DHI-cH5PNUe;jos;jos;Lainnya;Netral;0
DHI-cH5PNUe;syukron katsiron:raising_hands::fire:;syukron katsiron;Lainnya;Netral;0
DHIHzU8Pa6Q;Pagi ini daerah Krembangan tiba2 air tidak keluar;pagi daerah krembangan air tidak keluar;Air Tidak Mengalir;Netral;0
DHGSnPpvOZ_;Seru banget minn :partying_face:;seru admin;Lainnya;Netral;0
DHGSnPpvOZ_;OMG :face_with_open_mouth:;oh my god;Lainnya;Netral;0
DHGSnPpvOZ_;Sambil mikir ntar beli takjil apa lagi ya :face_with_tears_of_joy:;mikir beli takjil;Lainnya;Netral;0
DHGSnPpvOZ_;Cuaaakeeep puooool min ngakakan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:;keren admin mudah tertawa;Lainnya;Netral;0
DHGSnPpvOZ_;Nungguin buka sambil nyemil enak kali yaa;tunggu buka nyemil enak;Lainnya;Netral;0
DHGSnPpvOZ_;Bikin lagi min vt yang bikin orang ketiwir2 ojok up banyu tok:smiling_face_with_heart-eyes:;bikin admin video tiktok bikin ketawa unggah air aja;Lainnya;Netral;0
DHGSnPpvOZ_;@nayaaptr @sylliphany @_almalikaaa naya punya kemampuan spesial bess:face_screaming_in_fear::face_screaming_in_fear:;naya mampu spesial sahabat;Lainnya;Netral;0
DHF0eVMP3bF;Semoga sukses dan bermanfaat;moga sukses manfaat;Lainnya;Netral;0
