comment_id,comment_text,true_sentiment,type,cleaned_text
19430,@pdamsuryasembada perusahaan air minum daerah... Apa ya pantas kepanjangan nya bgtu.. Lha wong airnya aja g layak minum,Negatif,Pernyataan,perusahaan air minum daerah  .  apa ya pantas kepanjangan nya bgtu  .  lha wong airnya aja g layak minum
19431,Manukan air ga keluar,Negatif,Pernyataan,manukan air ga keluar
19432,Apakah sudah normalisasi yaa mengingat estimasi pekerjaan -+3jam dari semalam ..?,Netral,Pertanyaan,apakah sudah normalisasi yaa mengingat estimasi pekerjaan jam dari semalam  .   ? 
19433,"@pdamsuryasembada plis ya pdam yg terhormat kalau betulin jangan setengah2 dan ini kan berdampak air mati sama banyak rumah jadi tolong kerja cepet rapi dan benar kerahkan bnyk orang agat sehari selesai. Masa air mati terus ini di kota besar loh bukan desa atau masa lampau yg ga ada air bisa. Semua orang sekarang hidup pakai air buat aktivitas sehari2 masaa anda tidak mengupayakan lebih? Bukannya tarif air tambah mahal? Rusak boleh, tapi cepet dikerjakan dong semua berdampak gak ada air d rumah nih. Tolong ya tolong.. MAKASIH",Negatif,Pertanyaan,"plis ya pdam yg terhormat kalau betulin jangan setengah dan ini kan berdampak air mati sama banyak rumah jadi tolong kerja cepet rapi dan benar kerahkan bnyk orang agat sehari selesai .  masa air mati terus ini di kota besar loh bukan desa atau masa lampau yg ga ada air bisa .  semua orang sekarang hidup pakai air buat aktivitas sehari masaa anda tidak mengupayakan lebih ?  bukannya tarif air tambah mahal ?  rusak boleh ,  tapi cepet dikerjakan dong semua berdampak gak ada air d rumah nih .  tolong ya tolong  .  makasih"
19434,Jatis wetan kapan pak beresnya..? Laporan dari bulan lalu sampe skrg gak kelar2,Negatif,Pertanyaan,jatis wetan kapan pak beresnya  .   ?  laporan dari bulan lalu sampe skrg gak kelar
19435,"@cakwira dan sdh ada petugas pengecekan datang di bulan lalu setelah laporan, ya tetep aja gak berubah. Masak tiap kali nyuci baju harus nunggu jam 10 malem..?? Dan pembayaran tagihan tiap bulan rata2 kena 350 rb, wajarkah..???",Negatif,Pertanyaan,"dan sdh ada petugas pengecekan datang di bulan lalu setelah laporan ,  ya tetep aja gak berubah .  masak tiap kali nyuci baju harus nunggu jam malem  .   ?  dan pembayaran tagihan tiap bulan rata kena rb ,  wajarkah  .   ? "
19436,"Tiap hari pun daerah kami air pam nya tersendat.. Seperti dijatah macem hidup dijaman penjajah gak sihhh,  sedih😢",Negatif,Pernyataan,"tiap hari pun daerah kami air pam nya tersendat  .  seperti dijatah macem hidup dijaman penjajah gak sihhh ,  sedih"
19437,@mammaiko_ dukuh pakis 2 🙌,Netral,Pernyataan,dukuh pakis
19438,"Kok sidosermo masih kecil yaaa. Masak harus nampung dr kran depan terus""an.gimana sih. Komplain air macet juga ga direspon.",Negatif,Pertanyaan,kok sidosermo masih kecil yaaa .  masak harus nampung dr kran depan terus an . gimana sih .  komplain air macet juga ga direspon . 
19439,@pdamsuryasembada air gratis tp minimal 7 kk. Klo di perumahan tetangga g butuh air. Cuma ditempatq tok butuh air kan y ttp g bisaa dikirimi kan?,Negatif,Pertanyaan,air gratis tp minimal kk .  klo di perumahan tetangga g butuh air .  cuma ditempatq tok butuh air kan y ttp g bisaa dikirimi kan ? 
19447,Kasep pengumuman e ket dino sabtu ws mati,Negatif,Pernyataan,kasep pengumuman e ket dino sabtu ws mati
19448,"Min , rumah ku ja di Randu Barat mulai skr kok sering sulit keluar airnya klo tiap siang. Minggu ini ak pancing2 mulai jam 08.00 sampai jam 10 ga metu tys siang ini ga metu juga airnya... Tp tetanggaku sebelah2 itu keluar. Pompa air ya wes tak ganti baru merk SANYO masa Ak kudu ganti Pompa Lagi min???",Negatif,Pertanyaan,"min  ,  rumah ku ja di randu barat mulai skr kok sering sulit keluar airnya klo tiap siang .  minggu ini ak pancing mulai jam  .  sampai jam ga metu tys siang ini ga metu juga airnya  .  tp tetanggaku sebelah itu keluar .  pompa air ya wes tak ganti baru merk sanyo masa ak kudu ganti pompa lagi min  ? "
19449,Pagesangan tolong min sudah 2 hari gak keluar air,Negatif,Pernyataan,pagesangan tolong min sudah hari gak keluar air
19450,Sampe skrg gak keluar air wilayah darmo baru barat min,Negatif,Pernyataan,sampe skrg gak keluar air wilayah darmo baru barat min
19451,@pdamsuryasembada samp3 kapan udh 20jam lbih masih mati aja.,Negatif,Pertanyaan,samp kapan udh jam lbih masih mati aja . 
19452,"Ya alloh min,sukomanunggal kapan air nyala min,ndak bisa sholat,ndak bsa mandi,ndak bisa nyuci, tolong lah min berperikemanusiaan sedikit,kami rakyat biasa,mengadu kesiapa lagi,mengadu ke departemen terkait juga gak ada respon,teriak2 sampek leher putus pun gak bakal di dengar,ya allah ya robu",Negatif,Pertanyaan,"ya alloh min , sukomanunggal kapan air nyala min , ndak bisa sholat , ndak bsa mandi , ndak bisa nyuci ,  tolong lah min berperikemanusiaan sedikit , kami rakyat biasa , mengadu kesiapa lagi , mengadu ke departemen terkait juga gak ada respon , teriak sampek leher putus pun gak bakal di dengar , ya allah ya robu"
19453,Kutisari mulai jam 2 sampe skrng belum nyala airnya,Negatif,Pernyataan,kutisari mulai jam sampe skrng belum nyala airnya
19458,min pradah kali kendal aire kecil lo,Netral,Pernyataan,min pradah kali kendal aire kecil lo
19459,Dukuh kupang timur aire kecil banget,Negatif,Pernyataan,dukuh kupang timur aire kecil banget
19461,Dr timur ke utara 😂,Negatif,Pernyataan,dr timur ke utara
19462,"Makin ke sini makin tambah sering gangguan nya, agak laen nih",Positif,Pernyataan,"makin ke sini makin tambah sering gangguan nya ,  agak laen nih"
19463,Daerah Rungkut lor dan kidul terdampak juga ngk min @pdamsuryasembada,Netral,Pernyataan,daerah rungkut lor dan kidul terdampak juga ngk min
19467,"Dukuh kupang timur 15 air gak keluar dari semalem jam 10an sampai skrg min,,,mhn info nya",Negatif,Pernyataan,"dukuh kupang timur air gak keluar dari semalem jam an sampai skrg min  ,  mhn info nya"
19469,pradah kalikendal VI  air mati. pada diam diam aja 🤦 🤔,Negatif,Pernyataan,pradah kalikendal vi air mati .  pada diam diam aja
19470,Jambangan gak keluar😢,Negatif,Pernyataan,jambangan gak keluar
19471,Lah.. D rumahku susah 3 hri ini.. Kluarnya jam 11-1 mlm aja.. Selebihnya tdk kluar...,Negatif,Pernyataan,lah  .  d rumahku susah hri ini  .  kluarnya jam mlm aja  .  selebihnya tdk kluar  . 
19473,Gayungan apa kena dampak nya?,Netral,Pertanyaan,gayungan apa kena dampak nya ? 
19475,Min biaya retribusi pemakaian air kok lebih besar dari pada biaya  tagihan bulanannya? Ini konsepnya pie toh,Negatif,Pertanyaan,min biaya retribusi pemakaian air kok lebih besar dari pada biaya tagihan bulanannya ?  ini konsepnya pie toh
19476,"@rasati_maulana selamat pagi pak Rasati. Mohon maaf atas ketidaknyamanannya. Perubahan besaran tagihan retribusi kebersihan tersebut, dikarenakan adanya update data perhitungan retribusi kebersihan dari Dinas Lingkungan Hidup Kota Surabaya. Info lebih lanjut bisa menghubungi Customer Service Dinas Lingkungan Hidup di Jl Menur No.31 A Surabaya. Kontak Person: 089518061234. Terima kasih -w,",Positif,Pernyataan,"selamat pagi pak rasati .  mohon maaf atas ketidaknyamanannya .  perubahan besaran tagihan retribusi kebersihan tersebut ,  dikarenakan adanya update data perhitungan retribusi kebersihan dari dinas lingkungan hidup kota surabaya .  info lebih lanjut bisa menghubungi customer service dinas lingkungan hidup di jl menur no .  a surabaya .  kontak person  .  terima kasih w , "
19477,@pdamsuryasembada soale ga melok sing terdampak kok moro2 mati...,Negatif,Pertanyaan,soale ga melok sing terdampak kok moro mati  . 
19478,Infone sing lengkap,Netral,Pernyataan,infone sing lengkap
19479,Min yg daerah Kupang jaya perkiraan selesai berapa hari ya,Netral,Pertanyaan,min yg daerah kupang jaya perkiraan selesai berapa hari ya
19485,Min ak mau komplain lg. Kok meteram airq kok jarumnya g muter ya? Pdhl air kluar.,Negatif,Pertanyaan,min ak mau komplain lg .  kok meteram airq kok jarumnya g muter ya ?  pdhl air kluar . 
19486,"Halo min, seperti biasa gaada info kalo air mau mati. Sampe jam 12 siang loooo… tolong dinyalain blm kramas mau dhuhuran 😌",Negatif,Pernyataan,"halo min ,  seperti biasa gaada info kalo air mau mati .  sampe jam siang loooo tolong dinyalain blm kramas mau dhuhuran"
19487,@pdamsuryasembada  Rumah saya Di Jl.Teluk Sarera Utara no.18 Surabsya no ID.4190980,Netral,Pernyataan,rumah saya di jl . teluk sarera utara no .  surabsya no id . 
19488,"@pdamsuryasembada ya terima kasih, kira² estimasi selesainya jam berapa ya",Positif,Pertanyaan,"ya terima kasih ,  kira estimasi selesainya jam berapa ya"
19489,"Selamat siang PDAM Surya Sembada, pengaduan Air bocor sebelum meteran sehingga air mengecil dan harus di Pompa/sanyo, Call Center PDAM Tidak dapat dihubungi sejak Jumat sore 7 Juni 2024.
NOPEL : 5450299 an. SUDARMIN.
TRIMS",Negatif,Pernyataan,"selamat siang pdam surya sembada ,  pengaduan air bocor sebelum meteran sehingga air mengecil dan harus di pompa sanyo ,  call center pdam tidak dapat dihubungi sejak jumat sore juni  .  nopel an .  sudarmin .  trims"
19492,@pdamsuryasembada udh 1 hari lebih rasanya air mati. Tdi malem sempet nyala jam 2 pagi sampe jam 3 g lama mati lagi sampe sekarang. Kenapa oh kenapa putus terusss. Tiap konstruksi bikin putus pipa ☠,Negatif,Pertanyaan,udh hari lebih rasanya air mati .  tdi malem sempet nyala jam pagi sampe jam g lama mati lagi sampe sekarang .  kenapa oh kenapa putus terusss .  tiap konstruksi bikin putus pipa
19493,min di dukuh pakis dan putat jaya kok airnya semakin kecil ya? terkadang airnya keruh juga,Negatif,Pertanyaan,min di dukuh pakis dan putat jaya kok airnya semakin kecil ya ?  terkadang airnya keruh juga
19494,@pdamsuryasembada sudah dm min cek ya sampe skrg blm nyala airnya,Negatif,Pernyataan,sudah dm min cek ya sampe skrg blm nyala airnya
19495,Parah sampek sore blm nyala² air daeraah Dukuh Kupang,Negatif,Pernyataan,parah sampek sore blm nyala air daeraah dukuh kupang
19499,"Info min, perbaikan pipa bocor sampai kapan?",Negatif,Pertanyaan,"info min ,  perbaikan pipa bocor sampai kapan ? "
19500,"Halo kak, air pdam di daerah kupang gunung tidak kluar dari tgl 9 malam dan sampai skrg. Mohon tidak lanjutnya",Negatif,Pernyataan,"halo kak ,  air pdam di daerah kupang gunung tidak kluar dari tgl malam dan sampai skrg .  mohon tidak lanjutnya"
19501,Daerah petemon apa ikut terdampak ?kok gak mrngalir airnya,Negatif,Pertanyaan,daerah petemon apa ikut terdampak  ? kok gak mrngalir airnya
19502,Sampe kpn marine perbaikan iki...asli kebacut,Negatif,Pernyataan,sampe kpn marine perbaikan iki  .  asli kebacut
19503,@tasyabrendaa min kok belum nyalah ya min😭😵‍💫,Netral,Pertanyaan,min kok belum nyalah ya min
19504,Airnya kok belum keluar ya min daerah Kupang gunung jaya,Negatif,Pertanyaan,airnya kok belum keluar ya min daerah kupang gunung jaya
19505,@alexternative g karuan. Janji tok jare mqeng isuk jam 2 beres saiki cacad maneh. Meneng tok maneh ngga ngabari progress perbaikan e,Negatif,Pernyataan,g karuan .  janji tok jare mqeng isuk jam beres saiki cacad maneh .  meneng tok maneh ngga ngabari progress perbaikan e
19506,"Min, di Putat jaya air mati dari tgl 8 mei sampai sekarang mati",Negatif,Pernyataan,"min ,  di putat jaya air mati dari tgl mei sampai sekarang mati"
19507,Turu a min?,Netral,Pertanyaan,turu a min ? 
19509,@pdamsuryasembada terimakasih min,Positif,Pernyataan,terimakasih min
19512,@pdamsuryasembada tapi msh sama min dukuh kupang blm keluar sampek skrg😢,Negatif,Pernyataan,tapi msh sama min dukuh kupang blm keluar sampek skrg
19513,"@si_toothless_ sdh 2 jam dari info pean min,,, tp blm juga keluar airnya",Negatif,Pernyataan,"sdh jam dari info pean min  ,  tp blm juga keluar airnya"
19514,@pdamsuryasembada sudah,Positif,Pernyataan,sudah
19515,@pdamsuryasembada sudah,Positif,Pernyataan,sudah
19517,@pdamsuryasembada perbaikan g selesai”.. sekali selesai air keluar udah kayak air lumpur,Negatif,Pernyataan,perbaikan g selesai  .  sekali selesai air keluar udah kayak air lumpur
19518,"Kupang gunung timur mi,air tidak mati tapii kelurnya kecil sekali.di jam tertentu klo sore mati",Negatif,Pernyataan,"kupang gunung timur mi , air tidak mati tapii kelurnya kecil sekali . di jam tertentu klo sore mati"
19519,"Jam 11 malem daerah dukuh kali kendal belum keluar. Sudah seminggu lebih air keluarnya malem malem terus, mohon dong dicek lokasi masak tiap hari nungguin air nyala terus",Negatif,Pernyataan,"jam malem daerah dukuh kali kendal belum keluar .  sudah seminggu lebih air keluarnya malem malem terus ,  mohon dong dicek lokasi masak tiap hari nungguin air nyala terus"
19520,Bandarjo-3 airnya kluarya malam sekitar jam 2 malam oi tolong perbaiki ini sudah 1 bulan lebih,Negatif,Pernyataan,bandarjo airnya kluarya malam sekitar jam malam oi tolong perbaiki ini sudah bulan lebih
19524,@pdamsuryasembada sudah tapi diwaktu² tertentu saja dan itu pun kecil airnya,Negatif,Pernyataan,sudah tapi diwaktu tertentu saja dan itu pun kecil airnya
19526,"@endahw12 Selamat sore bu Endah, mohon maaf atas ketidaknyamanan yg dialami. Mohon dibantu nomor pelanggan dan no telp via DM utk kami tindaklanjuti pengaduannya. Terima kasih-w",Positif,Pernyataan,"selamat sore bu endah ,  mohon maaf atas ketidaknyamanan yg dialami .  mohon dibantu nomor pelanggan dan no telp via dm utk kami tindaklanjuti pengaduannya .  terima kasih w"
19527,Air pdam nya uda 2minggu ini bau gak enak...,Negatif,Pernyataan,air pdam nya uda minggu ini bau gak enak  . 
19529,"Medokan ayu Utara keruh, sampe disaring klo mau aktivitas. 😢",Netral,Pernyataan,"medokan ayu utara keruh ,  sampe disaring klo mau aktivitas . "
19530,Air mati ga kluar..dukuh kupang timur,Negatif,Pernyataan,air mati ga kluar  .  dukuh kupang timur
19531,Air didaerah Perak Utara kurang lebih seminggu air keluar kuning berbau ttp kadang 2 siang hari bening apa ada perbaikan di daerah Tg.Perak Sby dan sekitarnya,Negatif,Pernyataan,air didaerah perak utara kurang lebih seminggu air keluar kuning berbau ttp kadang siang hari bening apa ada perbaikan di daerah tg . perak sby dan sekitarnya
19532,"Halo Min, apakah daerah dukuh kupang mati lagi airnya? Kemarin sudah nyala, pagi tadi mati lagi",Negatif,Pertanyaan,"halo min ,  apakah daerah dukuh kupang mati lagi airnya ?  kemarin sudah nyala ,  pagi tadi mati lagi"
19536,"dukuh kupang timur semalem air gak keluar lg min,,,,sebelumnya Jumat mlm jam 10-an sdh gak keluar,,,,Sabtu malem jam 12-an baru keluar,,,,tp Minggu malam jam Tenan air gak keluar lg sampai sekarang,,,,padahal tdk ada info klo daerah dukuh kupang timurterdampak....mohon pencerahannya min",Negatif,Pernyataan,"dukuh kupang timur semalem air gak keluar lg min  ,  sebelumnya jumat mlm jam an sdh gak keluar  ,  sabtu malem jam an baru keluar  ,  tp minggu malam jam tenan air gak keluar lg sampai sekarang  ,  padahal tdk ada info klo daerah dukuh kupang timurterdampak  .  mohon pencerahannya min"
19537,"@ninengahwati55 saya malah uda ga nyala dari tadi malam, pdhal sudah pake mesin pump, gimana ini jadi ga bisa mandi dll",Negatif,Pertanyaan,"saya malah uda ga nyala dari tadi malam ,  pdhal sudah pake mesin pump ,  gimana ini jadi ga bisa mandi dll"
19539,Halo min. Air di rumah saya di Keputih Tegal timur debitnya kok kecil sekali ya.,Negatif,Pertanyaan,halo min .  air di rumah saya di keputih tegal timur debitnya kok kecil sekali ya . 
19540,Kira² selasai jm brp ya ini min? Daerah Dukuh Kupang.. sdh lama mati ini,Netral,Pertanyaan,kira selasai jm brp ya ini min ?  daerah dukuh kupang  .  sdh lama mati ini
19541,mati kok terus min banyu e.. gk konfirmasi iki ket bengi loh adus tayamum ta ?,Negatif,Pertanyaan,mati kok terus min banyu e  .  gk konfirmasi iki ket bengi loh adus tayamum ta  ? 
19542,min .. IKI BANYU E KOK MATI MANEH ??? KET BENGI PISAN ? AREA KEMLATEN KOK CEK SENENGE MATENI BANYU SEH @pdamsuryasembada  PAK @ericahyadi_  NDANG MARIKNO PROYEKMU SENG NANG KEBRAON PAK DAMPAK E GAK NANG WARGA GPPO PAK IKI LEK PDAM MATI TRUS SUSAH PAK SMPYN GELEM TA NUKOKNO TANDON ASTAQFIRULLAH😢,Negatif,Pertanyaan,min  .  iki banyu e kok mati maneh  ?  ket bengi pisan  ?  area kemlaten kok cek senenge mateni banyu seh pak ndang marikno proyekmu seng nang kebraon pak dampak e gak nang warga gppo pak iki lek pdam mati trus susah pak smpyn gelem ta nukokno tandon astaqfirullah
19546,Kak. Air PDAM area Dukuh Kupang Timur masih belum nyala kah? 😢,Negatif,Pertanyaan,kak .  air pdam area dukuh kupang timur masih belum nyala kah ? 
19547,AIR DI PERUMAHAN SEKITAR KANTOR KELURAHAN PENJARINGAN SARI SUDAH MATI 3hari tidak ada woro” sebelumnya #menyala 🔥🔥🔥,Negatif,Pernyataan,air di perumahan sekitar kantor kelurahan penjaringan sari sudah mati hari tidak ada woro sebelumnya
19548,@pdamsuryasembada tgl 13-06-2024 jam 18.00 air di sekitar Wisma Tengger belum keluar,Negatif,Pernyataan,tgl jam  .  air di sekitar wisma tengger belum keluar
19549,"Daerah saya, tengger kandangan blm menyala, mohon bantuan",Negatif,Pernyataan,"daerah saya ,  tengger kandangan blm menyala ,  mohon bantuan"
19550,banyu urip sampai dengan saat ini malem dr siang tadi air mati blm nyala mohon responnya😭,Negatif,Pernyataan,banyu urip sampai dengan saat ini malem dr siang tadi air mati blm nyala mohon responnya
19551,minta tolong dong daerah banyu urip airnya blm nyala dari pagi ini sudah laporan call center juga😭😭,Negatif,Pernyataan,minta tolong dong daerah banyu urip airnya blm nyala dari pagi ini sudah laporan call center juga
19552,@sahkaafkar udah nyal air pak,Negatif,Pernyataan,udah nyal air pak
19553,@andreestia wes metu mas banyune,Negatif,Pernyataan,wes metu mas banyune
19554,@hendrasantoso419 apa sudah nyalah mas airnya,Netral,Pernyataan,apa sudah nyalah mas airnya
19555,"PAK TENGGER BELUM NYALA PAK, ALLAH",Negatif,Pernyataan,"pak tengger belum nyala pak ,  allah"
19556,@hendrasantoso419 daerah endi mas?,Netral,Pertanyaan,daerah endi mas ? 
19557,Njaluk tulung banyu Urip ga metu banyu blas. Mosok mene budal kerjo isuk² jek rembes rek,Negatif,Pernyataan,njaluk tulung banyu urip ga metu banyu blas .  mosok mene budal kerjo isuk jek rembes rek
19558,@asmodanu tengger,Netral,Pernyataan,tengger
19559,Paklek Tulung banyu Urip gak metu blas banyune 😂,Negatif,Pernyataan,paklek tulung banyu urip gak metu blas banyune
19560,"@hendrasantoso419 kok aku gurung ya🥲, tengger ndi pean mas",Netral,Pertanyaan,"kok aku gurung ya  ,  tengger ndi pean mas"
19561,min piye ki tengger durung nyala!!😢,Netral,Pernyataan,min piye ki tengger durung nyala  ! 
19562,"Daerah Banyu urip mati dari siang dan sampai sekarang blm keluar airnya @pdamsuryasembada wa only no respon, tlp call center sibuk terus @pdamsuryasembada",Negatif,Pernyataan,"daerah banyu urip mati dari siang dan sampai sekarang blm keluar airnya wa only no respon ,  tlp call center sibuk terus"
19574,Bandarjo 3 RT 3 RW 5 kelurahan Sememi gang advokat air mati sudah 1 bulan lebih ... Kalo laporan cuman di surfei .. kami gk butuh survei butuh tindakan sat set,Negatif,Pernyataan,bandarjo rt rw kelurahan sememi gang advokat air mati sudah bulan lebih  .  kalo laporan cuman di surfei  .  kami gk butuh survei butuh tindakan sat set
19577,Daerah Tengger Kandangan timur air pam dari semalam blm keluar,Negatif,Pernyataan,daerah tengger kandangan timur air pam dari semalam blm keluar
19579,@pdamsuryasembada kapan selesai bos,Netral,Pertanyaan,kapan selesai bos
19580,@pdamsuryasembada jare wes mari,Netral,Pernyataan,jare wes mari
19583,@pdamsuryasembada Tengger Kandangan timur kapan airnya ngalir ?,Negatif,Pertanyaan,tengger kandangan timur kapan airnya ngalir  ? 
19584,"Min kenapa beberapa Minggu ini kok air PDAM nya sering berwarna kekuningan iya di daerah jl bangkingan Lakarsantri Surabaya tolong di bantu min  padahal bak mandi sudah di bersihkan tiba"" sore nya airnya jadi kuning kayak kotor gitu padahal sudah bersih lho bak mandi akk",Negatif,Pertanyaan,min kenapa beberapa minggu ini kok air pdam nya sering berwarna kekuningan iya di daerah jl bangkingan lakarsantri surabaya tolong di bantu min padahal bak mandi sudah di bersihkan tiba sore nya airnya jadi kuning kayak kotor gitu padahal sudah bersih lho bak mandi akk
19585,Kami warga manukan dadi sejak kemarin hari kamis malam tidak ada aliean air pdam mohon info makasih,Negatif,Pernyataan,kami warga manukan dadi sejak kemarin hari kamis malam tidak ada aliean air pdam mohon info makasih
19588,"Estimasi 4 jam taek ae.... Daerah tengger wes seminggu gak metu banyune min,",Negatif,Pernyataan,"estimasi jam taek ae  .  daerah tengger wes seminggu gak metu banyune min , "
19590,@fitra_ariez baru td jam 3 pagi baru keluar airnya,Negatif,Pernyataan,baru td jam pagi baru keluar airnya
19592,Kalau mau pasang baru harus nunggu brp lama min ?,Netral,Pertanyaan,kalau mau pasang baru harus nunggu brp lama min  ? 
19594,Dari tadi siang belum selesai!!!,Negatif,Pernyataan,dari tadi siang belum selesai  ! 
19595,Ojok suwe suwe min,Netral,Pernyataan,ojok suwe suwe min
19596,Piye iki mbayar larang mundak..tapi banyune koyok got,Negatif,Pernyataan,piye iki mbayar larang mundak  .  tapi banyune koyok got
19597,"@pdamsuryasembada manukan lor tidak keluar air dari kemarin ,pelanggan sudah bayar mahal”",Negatif,Pernyataan,"manukan lor tidak keluar air dari kemarin  , pelanggan sudah bayar mahal"
19598,Masih belum selesai kah min ?,Netral,Pertanyaan,masih belum selesai kah min  ? 
19599,Haduhhh banyu e g metu kek jm 3 awan sampek saiki subuh rekk wes an... 😢😢😢,Negatif,Pernyataan,haduhhh banyu e g metu kek jm awan sampek saiki subuh rekk wes an  . 
19600,@pdamsryasembada sampe hari ini Manukan Lor belum keluar airnya.,Negatif,Pernyataan,sampe hari ini manukan lor belum keluar airnya . 
19601,Daerah Tengger Air mati?,Negatif,Pertanyaan,daerah tengger air mati ? 
19605,@pdamsuryasembada belum keluar,Negatif,Pernyataan,belum keluar
19606,"@pdamsuryasembada belum ada keluar sama sekali min, mohon untuk kelanjutan nya 🙏",Negatif,Pernyataan,"belum ada keluar sama sekali min ,  mohon untuk kelanjutan nya"
19611,"@pdamsuryasembada sampe hari ini manukan tengah juga belum keluar airnya🥹🥹 mau apa"" susah kak ndak ada air. Kira"" kapan ya @pdamsuryasembada",Negatif,Pertanyaan,sampe hari ini manukan tengah juga belum keluar airnya mau apa susah kak ndak ada air .  kira kapan ya
19615,Tengger kandangan kk blm keluar air ya sama sekali mohon direspon,Negatif,Pernyataan,tengger kandangan kk blm keluar air ya sama sekali mohon direspon
19616,@pdamsuryasembada bos durong metu banyune,Negatif,Pernyataan,bos durong metu banyune
19618,"Mohon maaf, keselamatan dulu baru kesehatan untuk singkatan K3nya",Netral,Pernyataan,"mohon maaf ,  keselamatan dulu baru kesehatan untuk singkatan knya"
19621,Sangat kecewa dengan PDAM knp tidak ada pemberitahuan kenaikan tarif yg 1.3 mjd 2.1 pdhl listrik cuma 450 Va dpt subsidi bayar cuman 90 masa listrik sm air jauh lebih mahal air harganya 🙏🏻 @pdamsuryasembada,Negatif,Pernyataan,sangat kecewa dengan pdam knp tidak ada pemberitahuan kenaikan tarif yg  .  mjd  .  pdhl listrik cuma va dpt subsidi bayar cuman masa listrik sm air jauh lebih mahal air harganya
19624,Wilayah tengger kandangan timur ini airnya kenapa mati lagi ya? Apalagi bantuan air tangki datengnya tengah malam gini,Negatif,Pertanyaan,wilayah tengger kandangan timur ini airnya kenapa mati lagi ya ?  apalagi bantuan air tangki datengnya tengah malam gini
19625,Di penjaringan kenapa air jam segini udh mati? Masih jam set 6 pagi lo ini mana ga info dulu kalo air mati,Negatif,Pertanyaan,di penjaringan kenapa air jam segini udh mati ?  masih jam set pagi lo ini mana ga info dulu kalo air mati
19626,min air dirunah sy wilayah dukuh setro mati..apakah ad gangguan lagi min..mhon infonya..terima kasih,Positif,Pertanyaan,min air dirunah sy wilayah dukuh setro mati  .  apakah ad gangguan lagi min  .  mhon infonya  .  terima kasih
19627,Manukan kog masih mati yaa??,Negatif,Pertanyaan,manukan kog masih mati yaa  ? 
19628,@indriavi_ kena proyek box culvert lagi di kendal sari mbak.,Negatif,Pernyataan,kena proyek box culvert lagi di kendal sari mbak . 
19629,Penjaringan timur air mati lagi krn pipa jebol kena proyek box culvert. Estimasi perbaikane smp jam brpa min @pdamsuryasembada,Negatif,Pernyataan,penjaringan timur air mati lagi krn pipa jebol kena proyek box culvert .  estimasi perbaikane smp jam brpa min
19634,Walah Wiyung kok air nya ngitir... Tandonku entek gak isok ngisi lak gak isok adus min.....,Negatif,Pertanyaan,walah wiyung kok air nya ngitir  .  tandonku entek gak isok ngisi lak gak isok adus min  . 
19635,@fayrastore_ masak punya Bu de ku airnya gak ngitir kok punyaku pelan banget kluarnya.... Kenapa yaaaa,Negatif,Pertanyaan,masak punya bu de ku airnya gak ngitir kok punyaku pelan banget kluarnya  .  kenapa yaaaa
19637,"Air PDAM area rumah saya keseringan tidak hidup. Harus pake Sanyo baru jalan,itupun terkadang GK jalan di tarik pake mesin. Gimana kalau GK ada mesin Sanyo nya,,kurasa ngk mandi mandi,,, tolong donk pake jadwal kalau matikan airnya..",Negatif,Pertanyaan,"air pdam area rumah saya keseringan tidak hidup .  harus pake sanyo baru jalan , itupun terkadang gk jalan di tarik pake mesin .  gimana kalau gk ada mesin sanyo nya  ,  kurasa ngk mandi mandi  ,  tolong donk pake jadwal kalau matikan airnya  . "
19639,Ndandani pipa gae jembatan mu durung mbari a?,Negatif,Pertanyaan,ndandani pipa gae jembatan mu durung mbari a ? 
19641,"Halo min. Air mati di daerah kupang gunung jaya dan sekitarnya. Tidak ada pemberitahuan sehingga tidak ada kesempatan tampung air 😢😢😢 kira"" kapan ya air kembali nyala min 😢😢",Negatif,Pertanyaan,halo min .  air mati di daerah kupang gunung jaya dan sekitarnya .  tidak ada pemberitahuan sehingga tidak ada kesempatan tampung air kira kapan ya air kembali nyala min
19642,"@jayamalia_ putat jaya  C Timur juga kena kak, mau nyuci botol susu anak ini kesusahan",Netral,Pernyataan,"putat jaya c timur juga kena kak ,  mau nyuci botol susu anak ini kesusahan"
19643,"@rimavdynt apa efek kebocoran yg ada di dukuh kupang 😢😢 tapi bener"" merugikan bangettt 😢😢",Negatif,Pernyataan,apa efek kebocoran yg ada di dukuh kupang tapi bener merugikan bangettt
19644,"@jayamalia_ halo kak, mohon  maaf atas ketidaknyamannya apakah hingga saat ini blm normal untuk aliran air dirumah kakak?",Negatif,Pertanyaan,"halo kak ,  mohon maaf atas ketidaknyamannya apakah hingga saat ini blm normal untuk aliran air dirumah kakak ? "
19645,@pdamsuryasembada di pakis sidokumpul mati airnya sama sekali ga nyala min saat ini,Negatif,Pernyataan,di pakis sidokumpul mati airnya sama sekali ga nyala min saat ini
19646,@pdamsuryasembada semalam hidup min kecil banget ehh tdi pagi jam 7 mati lagi padahal bak mandi masih setengah 😢😢,Negatif,Pernyataan,semalam hidup min kecil banget ehh tdi pagi jam mati lagi padahal bak mandi masih setengah
19647,@jayamalia_ kayaknya iyaa,Netral,Pernyataan,kayaknya iyaa
19652,@pdamsuryasembada sampai kapan ya min 😢😢 sedih banget karena kami juga ada usaha dan membutuhkan air dengan kondisi normal 😢,Negatif,Pertanyaan,sampai kapan ya min sedih banget karena kami juga ada usaha dan membutuhkan air dengan kondisi normal
