comment_text,true_sentiment,type
"@razelnabillaw selamat malam, mohon dibantu nomor pelanggan melalui DM. Utk kami tindaklanjuti pengaduannya -w",Negatif,Pernyataan
"@valerieren selamat malam bu Valerie, mohon maaf atas kendala yg dialami. Mohon informasi nomor pelanggan utk kami cek informasi via DM. Utk respon cepat melalui Aplikasi CIS PDAM -w",Positif,Pernyataan
Ini di rumah saya kenapa airnya tidak keluar ya...padahal tidak ada perngerjaam apapun,Negatif,Pertanyaan
"@zenja45 selamat malam pak/bu zenja45, mohon maaf atas ketidaknyamanannya. Silahkan DM alamat lengkapnya utk kami tindaklanjuti pengaduannya. Utk respon cepat pengaduan silahkan mengadu melalui Aplikasi CIS PDAM -w",Positif,Pernyataan
"@zenja45 siang pak, pengiriman tangki telah dilakukan mhon dikonfirmasi. Terima kasih -w",Positif,Pernyataan
"Laporan udah 5x lebih gaada tanggapan, tagihan rutin laporan g d reken,banyue bambu woy",Negatif,Pernyataan
"@syakif__ Selamat sore, silahkan DM kami nomor pelanggannya utk kami tindaklanjuti pengaduannya. Utk respon cepat silahkan pengaduan melalui aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
@syakif__ silahkan merespon DM kami utk informasi data pelanggannya.  Terima kasih -w,Positif,Pernyataan
@pdamsuryasembada gaada dm min,Netral,Pernyataan
@syakif__ pesannya tdk bisa masuk krn settingan dr akun bapak harus mengikuti terlebih dahulu br bs mengirim pesan. Silahkan DM kami terlebih dahulu pak. Utk respon cepat pengaduan dpt melalui Aplikasi CIS PDAM. Terima kasih 🙏 -w,Positif,Pernyataan
Kapasan gaada info ta iki min? Banyu e mati loh iki min se kampung,Negatif,Pertanyaan
"@xx.dhanf_ selamat malam, mohon maaf atas ketidaknyamanannya. Silahkan DM alamat lengkapnya utk kami tindaklanjuti laporannya. Utk bantuan tangki gratis silahkan telp ke call center pdam bebas pulsa 24 jam di 08001926666. -w",Negatif,Pernyataan
Iki babat jerawat yo mati lo min...yak opo seh,Negatif,Pernyataan
Tegalsari mati ti .....,Negatif,Pernyataan
@zenja45 DMnya telah kami respon ke bagian terkait utk bantuan tangki sementara. Mohon maaf atas ketidaknyamanannya -w,Netral,Pernyataan
"@dayyyyyyt Selamat pagi, mohon dibantu alamat lengkap dan no telp utk kami tindaklanjuti via DM. utk respon cepat via Aplikasi CIS PDAM-w",Positif,Pernyataan
"Daerah balongsari kurang lebih 1 bulan air mengecil min, padahal udah di bantu pompa air tapi keuarnya gak maksimal. Mohon bantuannya kawan2 pdam. Terima kasih",Positif,Pernyataan
"@abuchoir06 selamat pagi pak Abu Choir, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut pengaduannya mohon mengirimkan data pelanggan via DM. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM -w",Positif,Pernyataan
Saya udah pakai aplikasi. tapi tiap foto untuk pendukung balik awal lagi. mohon bantuan. saya biasanya bayar air 100 ke bawah.  lah. beberapa bulan ini hampir 400 san. saya tinggal dikampung bukan perumahan. dan dihuni cuma 5 orang. mohon tindak lanjutnya. listik saja gak sampai 250.🤦,Negatif,Pertanyaan
alamat saya klampis semalang 7 no 22,Netral,Pernyataan
"@herry9547 selamat siang pak Herry, silahkan DM kami nomor pelanggan dan no telpnya utk kami tindaklanjuti pengaduan terkait kendala di Aplikasi CISnya dan utk cek informasi tentang tagihan. Terima kasih -w",Positif,Pernyataan
@herry9547 mohon dibantunomor pelanggan dan nmr telp via DM 🙏🏽 -w,Netral,Pernyataan
"@pdamsuryasembada @pdamsuryasembada_ Selamat sore, saya mau tanya nomor telepon PDAM Pusat yang bisa dihubungi untuk pengaduan terkait biaya yang tidak sesuai. Domisili saya di kota Jember tapi saya tidak mendapatkan hasil yang memuaskan dari pihak pdam jember.",Netral,Pertanyaan
@sitiwirama @perumdamtirtapandalungan,Netral,Pernyataan
@sitiwirama halo kak Siti 😊 boleh langsung DM kami kak untuk pengaduan terkait pelayanan PDAM Jember 🙏😊,Netral,Pernyataan
"Qqq1 ,.Az",Netral,Pernyataan
"Jalan tambak wedi masjid gang 7 pripun min, wis 2 ulan kate 3 ulan banyune nek awan metune butek...",Negatif,Pernyataan
@mrifadfa Tambak Wedi saat ini di bbrp titik sedang ada pemasangan saluran drainase. Silahkan DM kami data pelanggannya utk kami tindaklanjuti dan mhn maaf atas ketidaknyamanannya. -w,Positif,Pernyataan
"Kuwukan kel.Lontar kec.sambikerep udh seminggu air matiii teros pagi malam, nyala nya pas dirumah gada orang pas kerja, trs gmn aku isi bak kamar mandi nya astagfirullah! Blm selesai ya perbaikan nya?",Negatif,Pertanyaan
"@verynaekdp selamat pagi bu Very, mohon maaf atas ketidaknyamanannya. Utk wilayah Kuwukan sedang ada pemasangan saluran drainase. Silahkan DM alamat lengkapnya utk kami tindaklanjuti -w",Netral,Pernyataan
"Pdam,  kenapa byk yg komplain tagihannya naik byk setelah habis ganti meteran?  Apakah berubah setelannya?",Negatif,Pertanyaan
Wisma lidah kulon tiba² mati neehhh barusan  @pdamsuryasembada 😢,Negatif,Pernyataan
"@pdamsuryasembada sudah saya dm almat nya. Kira2 kapan akn kembali normal? Sudah seminggu lebih loh. Dan mati nya kenapa harus di jam"" itu, pagi kita perlu persiapan utk ke sekolah kerja dll.",Negatif,Pertanyaan
"@yani.nesta99 Selamat siang bu Yani, apakah air masih tidak keluar? Silahkan DM kami alamat lengkapnya utk kami follow up ke petugas. Terima kasih -w",Negatif,Pertanyaan
"@mossibudi Selamat siang pak Mossibudi, mohon maaf atas ketidaknyamanan yg dialami. Sudah kami jawab pada komen yg sebelumnya. Apabila ganti meteran lalu tagihan meningkat bisa jadi meteran sebelumnya macet sehingga tagihan relatif sama setiap bulannya. Mohon menyertakan nomor pelanggan utk kami cek informasi ke bagian terkait. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada Alhamdulillah sudah lancar. Trnyta matinya cm bentar doank 😂. Btw tnx a lot min ❤️,Positif,Pernyataan
@yani.nesta99 Alhamdulillah. Terima kasih atas informasinya bu Yani -w,Positif,Pernyataan
@pdamsuryasembada apa macet?  Kl macet ya ga keluar airnya.  Knp bgn?,Negatif,Pertanyaan
@mossibudi meterannya yg macet/rusak. Jd angka meter tidak berjalan normal. Silahkan menyertakan nomor pelanggan utk kami cek informasi -w,Negatif,Pernyataan
"Pak jangan kebanyakan update, kalo ada pengaduan segera dibenerin.",Netral,Pernyataan
"Sudah buat pengaduan dari tanggal 22 juli malem sampe sekarang tanggal 24 juli tidak ada respon apapun, parah banget pelayanan pdam !",Negatif,Pernyataan
@nindyaamalia kok baru tahu 😂,Netral,Pertanyaan
"@nindyaamalia selamat malam bu Nindya, mohon maaf atas kendala yg dialami. Silahkan mengirimkan DM alamat lengkap dan nomor pelanggannya utk kami follow up ke petugas. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
"@nindyaamalia selamat malam bu Nindya, mohon maaf atas kendala yg dialami. Utk pengaduan silahkan mengirim dM alamat lengkapnya. Utk respon cepat pengaduan silahkan melalui Aplikasi CIS PDAM -w",Positif,Pernyataan
"@nindyaamalia utk gangguan air yg disebabkan pemasangan saluran drainase, petugas pdam berupaya secepatnya memperbaiki pipa pdam yg terdampak tsb, tentunya dgn mengikuti jalur pemasangannya. Dan berkoordinasi dgn pihak pemasangnya. Utk bantuan tangki sementara silahkan ibu menghubungi call center bebas pulsa di 08001926666. Terima kasih -w",Positif,Pernyataan
❤️,Netral,Pernyataan
@fisioterapisurabaya ❤️,Netral,Pernyataan
pipa pdam simpang 4 lampu merah tegal binangun pecah tolong tndak lanjuti,Negatif,Pernyataan
@herrykarneji Selamat pagi pak Herry terima kasih laporannya. Tegal Binangun itu daerah mana pak? Silakan DM utk informasi lengkapnya terima kasih. -w,Positif,Pertanyaan
Air PDAM udah 2 hari ini gak kluar di daerah kutisari,Negatif,Pernyataan
"Tidak ada respon sama sekali ,, mnta tlong🙏.amat sangat supaya  air pdam nyala seperti semula , lancar",Negatif,Pernyataan
"@nanikprisy Selamat pagi bu Nanik, mohon maaf atas kendala yg dialami. Mohon dibantu alamat lengkap dan nomor telpnya via DM utk kami tindaklanjuti aduannya. Untuk respon cepat aduan dapat melalui call center pdam bebas pulsa di 08001926666/ Aplikasi CIS. Terima kasih -w",Positif,Pernyataan
"@nanikprisy Selamat pagi bu Nanik, mohon maaf atas kendala yg dialami. Mohon dibantu alamat lengkap dan nomor telpnya via DM utk kami tindaklanjuti aduannya. Untuk respon cepat aduan dapat melalui call center pdam bebas pulsa di 08001926666/ Aplikasi CIS. Terima kasih -w",Positif,Pernyataan
Pdam jl.indramayu 8 antapani mati sdh 2 hari tidak ada follow up nya,Netral,Pernyataan
"@eri_triwahono Selamat pagi, ini utk jl.indramayu 8 antapani masuk PDAM Bandung ya yg ditanyakan? -w",Netral,Pertanyaan
"PDAM daerah perum Randuagung, terutama jl. Bengawan Solo dan sekitarnya hampir 3 Minggu air mati sampe skrg blm ada solusi  warga tiap 3 hari sekali beli air tangki hal ini memberatkan kan, dr pihak PDAM setempat baru diberi bantuan air katanya 3 hari sekali 1 kubik itupun tidak berjalan lancar.tlg segera ditindak lanjuti",Negatif,Pernyataan
"@enyirawati22 Selamat pagi kak, utk Perum Randu Agung yang dimaksud masuk wilayah Gresik ya bu? Silakan mengadu ke PDAM terkait agar ditindaklanjuti bu. Terima kasih -w",Positif,Pertanyaan
"Selamat pagi ,, bapak bapak yang bertugas di PDAM Balikpapan ,, kami warga Balikpapan kota kelurahan Telagasari ,, jln Telagasari IV  sudah 5 hari air gak ngalir ,, ada kah hati nurani bapak bapak / bos bos yang berwenang mohon hati nurani nya  ada perhatian untuk kami ,, kalau pun kerusakan nya parah ,, mohon kirim kan air ke daerah kami ,, dengan senang hati kami bayar sesuai harga yang ditentukan terima kasih perhatian nya 🙏🙏",Negatif,Pernyataan
@rettytumurang selamat siang utk aduan silakan DM alamat lengkap dan nomor telpnya. Apakah yg dimaksud aduan utk pdam Kota Surabaya? -w,Netral,Pertanyaan
Mat malam,Negatif,Pernyataan
Selamat malam di jln sp2 jlr 3 ada pipa bocor,Negatif,Pernyataan
@anjelina______________________ Jl SP 2 itu apa kak? Mohon dibantu alamatnya dan nomor telpnya selaku pelapor. Terima kasih atas laporannya 🙏 -w,Positif,Pertanyaan
"PDAM..PDAM...tolong dong jgn bikin tambah hidupku susah...masak hrs begadang tiap hari..bayar lharus lancar ,air tidak pernah lancar..kenapa PDAM slalu bikin orang hidup orang susah😢😢😢😢😢😢😢",Negatif,Pertanyaan
"@mamaerisma30 Selamat pagi Ibu Mamarrisma, mohon maaf atas ketidaknyamanannya. Silakan mengirimkan data pelanggannya via pesan utk kami tindaklanjuti aduan ibu. Terima kasih -w",Positif,Pernyataan
"PDAM memang hebat, kl ada keterlambatan membayar cepat2 memutus aliran air ke pelanggan. Tapi kalau bikin pelanggan bingung dg air tdk mengalir tanpa ada pemberitahuan paling nomor satu.saya warga TAMAN TELAGA BODAS KARANGREJO, GAJAHMUNGKUR SEMARANG.",Positif,Pernyataan
"@babyjotuhumena Selamat pagi bu Babyjotuhumena, untuk pengaduan tersebut silakan langsung ke PDAM Semarang bu. Karena area layanan kami seputar Kota Surabaya. Semoga permasalahan airnya lekas selesai. Terima kasih -w",Positif,Pernyataan
"Yaa ini diwilayah kami dilendang Beso dari kemaren smpe hari ini blm nyala, masih mati , tolong dong",Negatif,Pernyataan
"@melongrus Selamat pagi bu, utk Lendang Beso masuk wilayah Kabupaten Lombok Tengah, Nusa Tenggara Barat. Kami PDAM Surabaya melayani wilayah Kota Surabaya saja. Terima kasih -w",Positif,Pernyataan
Wilayah Lampung bisa pengaduan disini  nga ya,Netral,Pernyataan
"@moh.asyari3112 Halo kak Asyari, mohon maaf kak Asyari, kami khusus melayani pelanggan wilayah Kota Surabaya 🙏☺️ -w",Netral,Pernyataan
pdam prigen pasuruan jatim tolong dibenahi air nya,Negatif,Pernyataan
"@mainhati2022 selamat siang kak, utk PDAM Pasuruan silakan mengadu ke akun yang terkait ya kak, karena kami melayani wilayah Kota Surabaya. Terima kasih -w",Positif,Pernyataan
PDAM GRESIK MANYAR MEMPRIHATINKANTIAP HARI KHUSUS PAGI SAMPAI JAM 21 .00 TIDAK BISA MENGALIR KEDALAM BAK MANDI,Negatif,Pernyataan
"@iis_marna halo kak Iis, mohon maaf atas ketidaknyamanannya. Untuk pengaduan PDAM Gresik silakan ke akun PDAM Gresik @pdam.giritirta Terima kasih 🙏☺️ -w",Positif,Pernyataan
Semoga berkah,Positif,Pernyataan
"Assalamualaikum Wr. Wb.

Para Donatur dan Dermawan yg Kami cintai, InsyaAllah....
kami pengurus panti asuhan yayasan amanah ummat  mengharapkan bantuan hewan qurban dr bpk, ibu.. bantuan bs dikirim ke: Jl. Mastrip Warugunung No 11, Rt. 02, Rw 03, Warugunung Karangpilang, Surabaya, contact person; Reza (085103550399)",Positif,Pernyataan
"Min , Air Dukuh Pakis kok mati ya ? @pdamsuryasembada",Negatif,Pertanyaan
Tolong airnya matii dari tadiiiiiiiii oiiii plisss msok mene ga ados rekkk,Negatif,Pernyataan
"@riskianaa.01 selamat pagi bu Riski. Selamat Idul Adha 🙏🏽 Mohon mengirimkan alamat lengkap, dan data pelanggan via DM utk kami tindaklanjuti -w",Netral,Pernyataan
Terima kasih sapi nya min semoga tahun ini diberikan rezeki dan bisa berkurban lagi,Positif,Pernyataan
@xy_daragonn Aamiin 🙏☺️ -w,Positif,Pernyataan
"Air gak mengalir min... Daerah sedati, apa ada info?",Negatif,Pertanyaan
"Giliran kon bayar ae iklane banter....giliran dikomplain gak enek suarane, ikulo banyu nang daerah tengger kandangan wes 1 minggu gak metu cok, rekenen iku.... Mbayar telat sitik ae didendo, hasyuu",Negatif,Pernyataan
@muliabuyung daerah Sedati silahkan langsung ke akun @perumdadeltatirta kak ☺️🙏🏽 -w,Netral,Pernyataan
"@fitra_ariez selamat pagi pak Fitra, utk daerah Tengger Kandangan gangguan air disebabkan pipa pdam terdampak pemasangan saluran drainase. Perbaikan pipanya mengikuti jalur pemasangan. Silahkan DM alamat lengkapnya utk kami tindaklanjuti pengaduannya. Utk bantuan tangki gratis silahkan telp ke call center bebas pulsa di 08001926666 -w",Negatif,Pernyataan
"@pdamsuryasembada barusan td jam 3 pagi baru keluar air nya, untung ae",Negatif,Pernyataan
@fitra_ariez Alhamdulillah terima kasih updatenya Pak Fitra -w,Positif,Pernyataan
@pdamsuryasembada oh iya sech soale cari akunnya gk ketemu thx u min,Netral,Pernyataan
"Daerah pulosari, dukuh pakis knp gak hidup² woyy??",Negatif,Pertanyaan
"@muliabuyung siap kak, dengan senang hati -w",Netral,Pernyataan
"@blacklovver Pulosari, Dukuh Pakis terdampak pipa bocor di Jl Pakis Argosari. Hari ini diperbaiki utk pipa bocornya. Silahkan telp ke call center pdam bebas pulsa di 08001926666 utk bantuan tangki gratis sementara -w",Negatif,Pernyataan
"@nindyaamalia selamat pagi bu, baik utk tanah merah yg terkena dampak pemasangan saluran drainase saat ini kami follow up ke petugas. Jika membutuhkan bantuan tangki gratis dapat menghubungi call center bebas pulsa di 08001926666. -w",Netral,Pernyataan
Terimakasih @pdamsuryasembada 🙏. Air di rumah saya sudah jernih kembali. Semoga pelayanan menyeluruh & semakin baik 👍👍. God bless 🙏,Positif,Pernyataan
"Alhamdulillah, terima kasih testimoninya bu Wu Sien. -w",Positif,Pernyataan
"Kenapa air di kawasan kelurahan made keruh dan amis , banyak warga menjadi gatal"" di kulit.",Negatif,Pertanyaan
"@citra_effendy_wedding Selamat pagi bu Citra, mohon maaf atas kendala yg dialami. Utk tindaklanjut pengaduan mohon DM kami nomor pelanggan dan no telpnya. Utk respon cepat dapat melalui APlikasi CIS PDAM. Terima kasih -s",Positif,Pernyataan
"@nindyaamalia selamat pagi bu, baik utk tanah merah yg terkena dampak pemasangan saluran drainase saat ini kami follow up ke petugas. Jika membutuhkan bantuan tangki gratis dapat menghubungi call center bebas pulsa di 08001926666. -w",Netral,Pernyataan
"Mohon klu ada aduan segera di tangani , sudah 6 hari air GK nyala , sudah melapor tapi belum ada petugas yang datang sama sekali , lokasi SBY pusat",Negatif,Pernyataan
Apa ada gangguan diwilayah tengger kandangan dsk? @pdamsuryasembada,Netral,Pertanyaan
"Tolong info daerah pogot apa ada gangguan? Banyu koyok PECEREN,  Jangan kan untuk dikonsumsi, dibuat cuci tangan aja sangat tidak layak sekali.  Tolong Pak @ericahyadi_",Negatif,Pertanyaan
"Pengaduan e gak masuk blas, koyok buru2 mateni telpon lek di komplen 😂",Negatif,Pernyataan
"@tinulada selamat pagi, utk pengaduan via Call Center ada pembatasan waktu krn padatnya antrian telp yg masuk. Silahkan mencoba pengaduan via Aplikasi CIS PDAM utk respon cepat pengaduan. Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
"@anna_keykhay selamat pagi Bu Anna, mohon maaf atas ketidaknyamanannya. Silahkan DM alamat lengkapnya utk kami tindaklanjuti pengaduannya. Terima kasih -w",Positif,Pernyataan
@andrivir_ Tengger Kandangan apa airnya masih blm keluar pak? Silahkan DM alamat lengkapnya utk kami tindaklanjuti. Respon cepat pengaduan melalui aplikasi CIS PDAM -w,Positif,Pertanyaan
"@pdamsuryasembada masak iya 1 pelanggan dikasi waktu ga ada 30 detik? Ini masih ada di log hp saya, cuma 23 detik min 😂",Negatif,Pertanyaan
"@tinulada baik bu/pak Tinulada, mohon maaf atas ketidaknyamanannya. Silahkan DM data pelanggannya utk kami follow up 🙏🏽 -w",Netral,Pernyataan
Tolong segera diperbaiki ini di kampung DK Kuwukan kenapa kalo pagi airnya selalu mati airnya tidak sampai ke kamar mandi hanya di kran air depan mulai pagi hari jm 6 pagi dan baru nyala kembali di jam 7 malam 🥲. Saya capek harus angkat air sebelum berangkat sekolah jika lupa air tidak ditampung dimalam hari dan angkat air lagi jm 2 siang pulang sekolah. Saya Cape Butuh Istirahat☺,Negatif,Pertanyaan
@pdamsuryasembada terpantau masih belum keluar di jam 18.00,Negatif,Pernyataan
"Perum Pondok Citra Eksekutife penjaringan sari, rungkut tolong diperhatikan pak, sdh 2 minggu air mampet pet... kiriman air tangki nunggu smp jam 12 malam tiap hari, pdam ini orangnya pinter pinter mosok golek saluran air aja begitu lama.... mbok yo sing serius klu kerja.... kasihan kita2 ini tiap hari begadang nunggu kiriman air. Tolong dibantu... kita ndk ngerti carane piye... yg penting ndang ngalir banyune...",Negatif,Pernyataan
"@eddymurpie baik Pak Eddy, kami tindaklanjuti ke bagian terkait. Selama gangguan air tsb di Pondok Citra Eksekutif kami rutin kirim air tangki gratis melalui Pihak RT/RW 🙏🏽 Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
"Selamat pagi pak Faisal, mohon maaf atas ketidaknyamanannya. Mhn mengirimkan data pelanggannya utk kami tindaklanjuti. -w",Positif,Pernyataan
"@pengendali_petir27 selamat pagi pengendali petir, utk daerah Kuwukan saat ini gangguan air disebabkan adanya pemasangan saluran drainase. Silahkan DM alamat lengkapnya utk kami follow up ke petugas. Terima kasih -w",Positif,Pernyataan
Duku kuwukan gang lapangan sudah mati satu Minggu mohon segeralah di tangani,Negatif,Pernyataan
Daerah Manukan wetan Margomulyo Buntaran airnya keluarnya sangat kotor hitam sudah 3 bln airnya kotor,Negatif,Pernyataan
@mariyamsiti2201 selamat malam bu Siti Mariyam. Silahkan DM kami data pelanggannya. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM. Terima kasih -w,Positif,Pernyataan
Tagihan tb tb melonjak tpi yg lain engak pdahal pemakaian  sama gak nyuci baju padahal  d pake pagi sm sore aja klo siang gaada orang eh tagihan e lebih mahal dripada yg buka londry  tolong dong @pdamsuryasembada  di baca dong dm nya,Negatif,Pernyataan
"@piscok_suroboyo_barat selamat malam piscok surabaya barat, mohon maaf atas ketidaknyamanannya. Silahkan DM kami nomor pelanggannya utk kami tindaklanjuti. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
"@mariyamsiti2201 selamat malam bu Mariyam, silahkan ibu telp ke call center pdam bebas pulsa 24 jam di 08001926666 utk bantuan tangki gratis selama gangguan air dampak pekerjaan pemasangan saluran drainase tsb bu 🙏 -w",Negatif,Pernyataan
"@pdamsuryasembada gimana air tengger ini bos,. DM ku tolong di tanggapi",Negatif,Pertanyaan
"@glewogembel_elit93 selamat siang, baik DMnya telah kami respon. Mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
"@pdamsuryasembada tangani dulu dong air yg d daerah kandangan sama tengger mati nih , nyetatus isa nyelesaikan mslh g becus nih pdam",Negatif,Pernyataan
"@e.kusnawirawan.s Selamat pagi bu Kusna, mohon maaf atas ketidaknyamanannya. Silahkan DM kami alamat lengkap dan no telpnya utk kami follow up ke petugas. Utk area Tengger dan Kandangan saat ini terdampak pemasangan saluran drainase. Jika membutuhkan bantuan air sementara dapat menghubungi call center pdam di 08001926666. -w",Netral,Pernyataan
@pdamsuryasembada udah tp blsn wa nya robot 🙃,Negatif,Pernyataan
@e.kusnawirawan.s baik sudah kami respon via DM dan kami follow up ke bagian terkait. Terima kasih -w,Positif,Pernyataan
"Pdam wilayah Kebraon mati dari jam 11.30 tadi. Tidak ada info sebelumnya, Gimana ini ?",Negatif,Pertanyaan
@vivien_aisyah @pdamsuryasembada  gimana ini ?,Netral,Pertanyaan
"@vivien_aisyah Selamat siang, mohon dibantu alamat lengkap dan no telp utk kami follow up ke petugas. Terima kasih dan mohon maaf atas ketidaknyamanannya. -w",Positif,Pernyataan
"@vivien_aisyah selamat sore, DMnya telah kami respon dan saat ini air sudah mengalir kembali di Kebraon. Terima kasih bu 🙏😊 -w",Positif,Pernyataan
"min, daerah tengger belum nyala loh🥲",Negatif,Pernyataan
"tolong, ini berapa hari air di tengger kandangan ngga nyala sama sekali loh",Negatif,Pertanyaan
@baju_kita_,Netral,Pernyataan
"Sudah laporan tapi gak ada kunjungan. Tolong dong daerah hr muhammad air gak nyala, gmn ini",Negatif,Pertanyaan
"@endahw12 selamat malam bu Endah, mohon maaf atas ketidaknyamanannya. Silahkan DM data pelanggannya utk kami follow up pengaduannya. Respon cepat pengaduan melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
@vanda.fanoni Tengger Kandangan pipa pdam terdampak pemasangan saluran drainase bu Vanda. Saat ini sedang diperbaiki petugas mengikuti jalur pemasangan tsb. Utk bantuan tangki air gratis silahkan telp ke call center pdam di 08001926666. -w,Negatif,Pernyataan
"#update: Pekerjaan Penggantian Kabel Incoming T3 di Pompa Distribusi IPAM Ngagel 3 pukul 23.20 WIB (Sabtu, 15 Juni) telah selesai. Terima kasih dan mohon maaf atas ketidaknyamanannya. -w",Positif,Pernyataan
"@asmodanu selamat malam kak Danu, daerah Tengger gangguan air disebabkan pipa PDAM terdampak pemasangan saluran drainase. Saat ini sedang dalam penanganan petugas mengikuti jalur pemasangan saluran drainasenya. Jika pelanggan membutuhkan bantuan tangki sementara dpt menghubungi call center bebas pulsa di 08001926666. Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
@pdamsuryasembada sudah saya DM ya,Netral,Pernyataan
"@endahw12 baik bu Endah, DMnya telah kami respon dan teruskan ke petugas. -w",Positif,Pernyataan
Daerah Asemrowo Ndak nyala gmna ini,Negatif,Pertanyaan
Estimasi perbaikan tengger kandangan sampek kapan min? Igmu loh gk enek info blas,Netral,Pertanyaan
Daerah TENGGER KANDANGAN @pdamsuryasembada @suarasurabayamedia air mati sejak 3 hari lalu!!!,Negatif,Pernyataan
"@andrivir_ selamat pagi pak Andri, mohon maaf atas ketidaknyamanannya. Utk wilyah Tengger Kandangan saat ini gangguan air disebabkan oleh pipa pdam terdampak pekerjaan saluran drainase. Saat ini sedang dalam penanganan petugas mengikuti jalur pemasangan. Silahkan DM alamat lengkapnya utk kami tindaklanjuti ke petugas. Utk bantuan tangki gratis silahkan telp ke call center bebas pulsa di 08001926666. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
"@glewogembel_elit93 ivir_ selamat pagi pak Glewo, mohon maaf atas ketidaknyamanannya. Utk wilyah Tengger Kandangan saat ini gangguan air disebabkan oleh pipa pdam terdampak pekerjaan saluran drainase. Saat ini sedang dalam penanganan petugas mengikuti jalur pemasangan. Silahkan DM alamat lengkapnya utk kami tindaklanjuti ke petugas. Utk bantuan tangki gratis silahkan telp ke call center bebas pulsa di 08001926666. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
"@eknvyn selamat pagi, mohon maaf atas kendala yg dialami. Silahkan DM alamat lengkapnya utk kami tindaklanjuti ke petugas. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM -w",Positif,Pernyataan
@pdamsuryasembada untuk estimasinya kapan?,Netral,Pertanyaan
@pdamsuryasembada estimasi berapa lama? ini uda berharihari loh,Netral,Pertanyaan
@andrivir_ saat ini dalam penanganan petugas. Informasinya kami unggah di Ig story. Mudah2an hari ini bisa selesai diperbaiki dan disambung kembali pipanya. Mohon doanya utk petugas agar dpt selesai tanpa kendala. Terima kasih -w,Positif,Pernyataan
"@pdamsuryasembada setidaknya kalaupun pdam terdampak pemasangan drainase, seharusnya setiap pagi mobil tangki air di jalankan ke daerah putus saluran nya TANPA MENUNGGU MASYARAKAT MENELFON UNTUK TANGKI AIR NYA atau untuk pemutusan saluran nya cukup saat jam waktu pemasangan drainase nya, ini tidak hampir seharian tidak ada air 2 hari yg lalu masih mending tiap jam 11 malam hidup sampai pagi. Tapi apa rata"" org bangun di saat jam itu ? Untuk mengisi air di tandon nya ?",Negatif,Pertanyaan
@pdamsuryasembada apalagi besok ini orang mau hari raya kebutuhan air pasti cukup banyak,Negatif,Pernyataan
@rrqhoshi08 capek juga menelfon untuk tangki air nya keburu malam juga datang nya,Negatif,Pernyataan
@pdamsuryasembada semoga aja ya keburu raya besok takutnya gaada air,Positif,Pernyataan
"Air warga manyar jaya dari tgl 20 April smpai skg pagi mati malam hari menyala , kadang menyala kecil tapi kebanyakan tidak menyala , harap d proses sklian sdh bbrpa bulan ini dri april smpai skg?? saya laporan juga percuma kalau petugas yg bagian manyar tidak gercep , masalah nya hanya bukan d saya saja tapi semua rmh warga.Terima kasih🙏",Positif,Pertanyaan
@pdamsuryasembada kapan selesai?,Netral,Pertanyaan
Air d dukuh pakis knp tiba² mati min??,Negatif,Pertanyaan
@pdamsuryasembada sudah saya DM mohon di respon.,Negatif,Pernyataan
@vanda.fanoni 3 hari.,Netral,Pernyataan
@andrivir_ malam ini saya pantau pekerjanya tidur2an di area pipa yang bocor @pdamsuryasembada,Negatif,Pernyataan
Daerah Tengger Kandangan timur kapan airnya nyala ya ?,Negatif,Pertanyaan
@pdamsuryasembada apa ada update terbaru mengenai perbaikan di tengger kandangan dan sekitar?,Netral,Pertanyaan
Air randu agung gang 4 sudah 1 bulan keluar selalu jam 3 pagi. @pdamsuryasembada yang bener dong kalo jadi bumd,Negatif,Pernyataan
"@viokres selamat pagi ibu Vio, mohon maaf atas ketidaknyamanan yg dialami. Silahkan DM kami alamat lengkapnya utk kami tindaklanjuti. Utk respon cepat pengaduan melalui Aplikasi CIS PDAM -w",Positif,Pernyataan
"@andrivir_ selamat pagi pak Andri, apakah airnya sudah keluar/belum? Kami follow up ke petugas -w",Netral,Pertanyaan
Min gimana untuk wilayah tengger ini masak hampir 1 minggu air gg nyala nyala 👏,Negatif,Pertanyaan
