comment_text;final_data;predicted_aspect;similarity_score
Best leader :fire:;best leader;Air Kotor/Bau;0.0
Kapan PDAM Surabaya ada diskon tarif seperti PLN dan operator seluler pak?;pdam surabaya diskon tarif pln operator seluler;Harga;0.10468120219052468
air gak keluar pada jam2 sibuk, setelah KOMPLAIN k PDAM. didapatkan solusinya. disuruh pasang pompa air atau pasang tandon :thumbs_up:;air tidak keluar jam sibuk komplain pdam dapat solusi suruh pasang pompa air pasang tandon;Pemasangan;0.1753378175738702
Maaf pak di tempat kami daerah Surabaya barat airnya kotor nyalanya jugaa gak deras mana bayarnya mahal .. kalau bisa di turunkan tarif air PDAM;maaf daerah surabaya barat air kotor alir tidak deras bayar mahal turun tarif air pdam;Harga;0.252049966115233
Banyune gak isok diombe pak lek :crying_face:;air tidak minum;Meteran (Macet/Bermasalah);0.06256931876105731
Apanya yg murah masuk gang kecil aja tarifnya 100 ribu keatas buktinya punya saya sendiri;apa murah masuk gang kecil tarif atas bukti;Harga;0.22415390016610093
:fire::fire::fire: Menyala Cak @ericahyadi_;nyala kak;Air Kotor/Bau;0.0
Sip:thumbs_up:;sip;Air Kotor/Bau;0.0
Gedobros;bohong;Air Kotor/Bau;0.0
Murah tapi butek kotor;murah keruh kotor;Air Kotor/Bau;0.3359959531052154
Klo bisa lebih murah lagi tarif pdam bisa diturunkan lagi donk;murah tarif pdam turun;Harga;0.3337720677730054
Kenyataan nya 0;nyata nya;Air Kotor/Bau;0.0
Air gk kluar cuma kluar malam ajja hbis isak sampe jam 3;air ga keluar keluar malam aja habis isya jam;Kebocoran;0.14506422482694636
Harga naik di saya;harga;Air Kotor/Bau;0.0
Karangrejo air PDAM nya byk pasirnya sdh laporan bolak balik;karangrejo air pdam nya pasir lapor kali kali;Air Kotor/Bau;0.0
D tempat daerah kedurus air nya kotor pak;daerah kedurus air nya kotor;Air Kotor/Bau;0.18416806268927102
IDEM PUOL SAK POL2E... BUMDes DIBERDAYAKAN BUKAN DIMANFAATKAN SESAAT DAN SEPIHAK... Salam Nuswantoro Jaya... DAN SALAM TTG HAL LAINNYA... :Indonesia::flexed_biceps::thumbs_up::folded_hands:;idem puol pole bumd daya bukan manfaat pihak salam nuswantoro jaya salam indonesia;Air Kotor/Bau;0.0
Coba di balas dan di surfy yaa;coba balas survey;Pemasangan;0.23770515251105126
Pak Bapa saya mohon perrolongan bapak usia 49 thn berikanlah saya pekerjaan demi utk keluarga warga surabaya;mohon tolong usia beri kerja keluarga warga surabaya;Air Kotor/Bau;0.0
PDAM sing air diminum opo rek.... ono sing doyan ta ngombe air PDAM... digodok wae rasane ane... iya nek jaman 90 an jik kolu diombe... saiki gae adus wae butek... :face_with_hand_over_mouth:;pdam air minum kawan suka ta minum air pdam rebus aja aneh jaman an sanggup minum pakai mandi aja keruh;Air Kotor/Bau;0.042946843642659785
Air PDAM murah tapi butek,percuma cak;air pdam murah butekpercuma kak;Harga;0.18364948629253056
Selamat Hari Air kawan :droplet::smiling_face_with_open_hands:;selamat air kawan;Air Kotor/Bau;0.0
Selamat hari air:smiling_face_with_open_hands::smiling_face_with_open_hands:;selamat;Air Kotor/Bau;0.0
Selamat hari air :raised_hand_dark_skin_tone::person_dark_skin_tone::raised_back_of_hand_dark_skin_tone:;selamat air;Air Kotor/Bau;0.0
Selamat hari air:clapping_hands:;selamat air;Air Kotor/Bau;0.0
kerenn:fire:;keren;Air Kotor/Bau;0.0
Mari terus menjaga dan menghemat air:blue_heart::droplet:;mari jaga hemat air;Air Kotor/Bau;0.0
Air adalah zat kimia yang terdiri dari dua atom hidrogen dan satu atom oksigen, dengan rumus kimia H2O :globe_showing_Asia-Australia::droplet:;air zat kimia atom hidrogen atom oksigen rumus kimia ho globeshowingasia australia;Air Kotor/Bau;0.0
Min @pdamsuryasembada air dirumahku kenapa ngalirnya kecil sekali:crying_face: tidak seperti biasanya dalam beberapa waktu terakhir;admin air rumah ngalirnya kecil tidak dalam;Air Tidak Mengalir;0.08150497828812195
Selamat Hari Air :white_heart:;selamat air;Air Kotor/Bau;0.0
Keren :clapping_hands:;keren;Air Kotor/Bau;0.0
kerennn:fire:;keren;Air Kotor/Bau;0.0
admin tolong cek dm yaa;admin cek pesan;Air Kotor/Bau;0.0
Halo kak, kebraon sek suwe ta murupe? Gaonok info blas moro2 mati rek;halo kak kebraon sek suwe ta nyala gaada informasi sama sekali moro mati kawan;Air Kotor/Bau;0.0
PDAM Kebraon mati bossqueee. Mana matinya di jam primee hadehhh. Gini kok malah yang dikantor joged joged tiktok terusss. Herann;pdam kebraon mati bos ku mati jam aduh gin kantor joget joget tiktok heran;Air Kotor/Bau;0.0
Pdam Kebraon mati kah?;pdam kebraon mati;Air Kotor/Bau;0.0
Selesai jam berapa pak??;selesai jam;Air Kotor/Bau;0.0
PDAM kebraon grandharvest matiiii pagi pagiii minnn :crying_face:;pdam kebraon grandharvest mati pagi pagi admin;Air Kotor/Bau;0.0
Min. Daerah dukuh bulu air mati seharian min;admin daerah dukuh bulu air mati hari admin;Air Kotor/Bau;0.0
AIR PDAM kebraon mati tapi gak ada info sama sekali,kacau ini jam aktivitas kerja dan sekolah loh ini;air pdam kebraon mati tidak informasi sekalikacau jam aktivitas kerja sekolah loh;Meteran (Macet/Bermasalah);0.027490681294637498
Kenapa upload foto meteran di aplikasi susah ? Loading terus;unggah foto meter aplikasi susah loading;Meteran (Macet/Bermasalah);0.0485933646250388
Pdam Kebraon belom menyala pak . Sampai sekarang .. pada mau berangkat kerja dan sekolah ini pak . Mohon segera di aliri. Air pak;pdam kebraon nyala berangkat kerja sekolah mohon alir air;Air Tidak Mengalir;0.0761189463265289
Sebaiknya kalau ada giat pekerjaan mematikan aliran Air PDAM kepada Warga. Beberapa hari sebelumnya ada pemberitahuan agar warga dapat mempersiapkan dampaknya. Kebraon mati dari tadi jam 7.30 sampai pukul 13.10 juga belum mengalir. PDAM bisa lebih profesional dalam pelayanan kepada masyarakat. Bukan hanya maaf saja. Agar tidak menjadi Budaya pelayanan apa adanya :fire::fire:;giat kerja mati alir air pdam warga pemberitahuan warga siap dampak kebraon mati jam alir pdam profesional dalam layan masyarakat bukan maaf tidak budaya layan;Air Tidak Mengalir;0.13607346338192608
PDAM Kebraon mati sampai kapan ini??;pdam kebraon mati;Air Kotor/Bau;0.0
Mestiiiii lak kebiasaan @pdamsuryasembada senengane mateni banyu gak atek woro².;biasa suka mati air tidak pakai umum;Meteran (Macet/Bermasalah);0.03422596500881018
Tolong ditindaklanjuti ya min @pdamsuryasembada . Air di kebraon mati dari sesudah subuh. Orang mau berangkat kerja jadi ga bisa mandi nih. Terima kasih:folded_hands:;ditindaklanjuti admin air kebraon mati subuh berangkat kerja ga mandi terima kasih;Air Kotor/Bau;0.0
Pdam Kebraon mati @pdamsuryasembada  gimana ini ? Anak & suami mau sekolah & kerja, gak ada air;pdam kebraon mati anak suami sekolah kerja tidak air;Meteran (Macet/Bermasalah);0.03099808776983001
Kapan murupe Iki banyune min daerah Kemlaten? @pdamsuryasembada;nyala air admin daerah kemlaten;Air Kotor/Bau;0.0
Kenapa sampai menjelang sore blm mengalir juga?? @pdamsuryasembada;jelang sore alir;Air Tidak Mengalir;0.10517976965564096
Daerah lontar kenapa gak ngalir lagi airnya;daerah lontar tidak alir air;Air Tidak Mengalir;0.12164660319328631
Bapak bapak apakah air matinya masih lamaa, kebraon dari pagi niiih. Mau mandii uda soreee;air mati lamaa kebraon pagi niiih mandi uda soreee;Air Kotor/Bau;0.0
Dari tadi di kolom komen estimasi 1 jam slesai tp smpek jam set 12 belom nyala nih air HMMM;kolom komen estimasi jam selesai jam set air;Air Kotor/Bau;0.0
Terpantau di Sumberan balas klumprik masih belom nyala ya min :sweat_droplets:...;pantau sumber balas klumprik admin;Air Kotor/Bau;0.0
PDAM daerah kebraon mati sampai jam brp pak?air mati di jam2 org mau beraktifitas;pdam daerah kebraon mati jam pak air mati jam aktivitas;Air Kotor/Bau;0.0
selamat pagi, mau nanya ini kak admin, air di kebraon balas klumprik kok smpe pagi ini masih belum mengalir, mohon info apakah masih macet atau masih diperbaikki, terima kasih;selamat pagi kak admin air kebraon balas klumprik smpe pagi alir mohon informasi macet diperbaikki terima kasih;Air Tidak Mengalir;0.24411564777951655
PDAM Kebraon masih mati, lama sekali;pdam kebraon mati;Air Kotor/Bau;0.0
@pdamsuryasembada Air padam di wilayah Kelurahan Kebraon. Perbaikan sudah selesai atau belum? Kapan menyala/normalisasi lagi? Terimakasih.;air padam wilayah lurah kebraon baik selesai nyala normal terimakasih;Air Kotor/Bau;0.0
Sumberan bongko banyumu,cak @pdamsuryasembada;sumber bongko banyumucak;Air Kotor/Bau;0.0
@pdamsuryasembada Tolong ditindaklanjuti dengan segera, daripada kena marah warga yang terdampak air padam. Tadi awalnya sampai dengan 1 jam (sekitar pukul 9 pagi), air dalam proses normalisasi. Tapi kenyataannya sampai sekarang air belum nyala.;ditindaklanjuti kena marah warga dampak air padam jam pagi air dalam proses normalisasi nyata air;Air Tidak Mengalir;0.08320513028166146
Ayoo pak Ndak dinyalakan air Kebraon , Iki akeh aktifitas pak;ayoo tidak nyala air kebraon akeh aktivitas;Meteran (Macet/Bermasalah);0.03215660023622926
kasih info dong nih mati jugaa :loudly_crying_face:;kasih informasi mati;Air Kotor/Bau;0.0
Jedengku Pesing...gak iso di gebyur...sampai Saiki area balasklumprik jek mati banyune;kamar mandi ku pesing ga gebyursampai area balasklumprik mati air;Air Kotor/Bau;0.0
Kebraon indah permai air mati pagi ini;kebraon indah permai air mati pagi;Air Kotor/Bau;0.0
Kebraon PDAM e mati bos. Iki jam kerjo. Mosok budal kerjo gag adus;kebraon pdam nya mati bos jam kerja berangkat kerja tidak mandi;Meteran (Macet/Bermasalah);0.02773280443438406
PDAM  Kebraon kok mati lagi padahal td sudah nyala tp sebentar ini gmn ya;pdam kebraon mati sebentar;Air Kotor/Bau;0.0
kebraon mati om banyue, Ya Allah;kebraon mati om air allah;Air Kotor/Bau;0.0
Iya pak saya di Kebraon Utama RT 01 mati dari pagi, ada apa ya;kebraon utama mati pagi;Air Kotor/Bau;0.0
Pdam Kebraon mati dr tadipagi sampe sekarang belum bisa,  knapa ini ya?;pdam kebraon mati tadipagi knapa;Air Kotor/Bau;0.0
Sampai sekarang kemlaten masih mati airnya min @pdamsuryasembada;kemlaten mati air admin;Air Kotor/Bau;0.0
Daan tdk diinfo sama sekali. Pas km mandi waktu nguras pagi,pas air mati;daan tidak info pas mandi nguras pagipas air mati;Meteran (Macet/Bermasalah);0.026683866402777468
Pdam kebraon kok blm nyala ...jam brp nyalanya ini;pdam kebraon jam alir;Air Tidak Mengalir;0.13408702096386502
pakk, PDAM kebraon mati :loudly_crying_face::loudly_crying_face:;pakk pdam kebraon mati;Air Kotor/Bau;0.0
Sido E nyala jam piro Min ,Kebraon Iki ?;sido nya jam piro admin kebraon;Air Kotor/Bau;0.0
Air di daerah kebraon kok masih belum nyala;air daerah kebraon;Air Kotor/Bau;0.0
kalau ada perbaikan mohon ada pemberitahuan. jadi bisa persiapan air, dan air bersih di bak mandi tidak tercampur dengan air keruh. kalau begini saya harus kuras bak mandi. MOHON DAPAT DIJADIKAN PERTIMBANGAN DI KEMUDIAN HARI.;baik mohon pemberitahuan siap air air bersih bak mandi tidak campur air keruh kuras bak mandi mohon jadi timbang;Pelayanan;0.058349279053572664
Semangatnpak :clapping_hands:;semangat pak;Air Kotor/Bau;0.0
Di lontar belum nyala;lontar;Air Kotor/Bau;0.0
Pdam klumprik mati belum nyala;pdam klumprik mati;Air Kotor/Bau;0.0
Pdam kebraon mati lagi nih?;pdam kebraon mati;Air Kotor/Bau;0.0
Kebraon mati air PDAM e..haduw pagi² lagi;kebraon mati air pdam pagi;Air Kotor/Bau;0.0
Mbok ngasih pengumuman dulu baru dimatikan min, ini malah sebaliknya bolak balik komplain tp gak diperhatikan sarannya customer, padahal kan klo ada acara perbaikan itu ada planningnya gak grusak grusuk;mbok umum mati admin kali kali komplain tidak perhati saran customer kan baik planningnya tidak grusak grusuk;Meteran (Macet/Bermasalah);0.03426881550383094
Waduuh ini PDAM KEBRAON belum nyala kahhh?? Tolongg pakk nyalakan airnyaa, butuh iniii;waduuh pdam kebraon kahhh tolongg pakk nyala airnyaa butuh iniii;Air Kotor/Bau;0.0
sampai jam brp ini Kebraon PDAMnya nyala boss???;jam kebraon pdamnya bos;Air Kotor/Bau;0.0
Kapan nyala iki kebraon, info pok'o minnnnnn, budal kerjo mosok Raup tok;kebraon informasi poko minnnnnn berangkat kerja raup tok;Air Kotor/Bau;0.0
Tolong dong, daerah hr muhammad tepatnya dukuh kawal kali kendal air kok mati nyala pun malem. Pdhal kemarin2 sudah lancar, knp balik lagi seperti ini?;daerah muhammad tepat dukuh kawal kendal air mati malam lancar kali kali;Air Kotor/Bau;0.0
halo min daerah kedurus ini kapan airnya bisa nyala? dari pagi airnya mati;halo admin daerah kedurus air pagi air mati;Air Kotor/Bau;0.0
Kenapa yg d daerah bogangin kedurus skitar mati tanpa pmberitahuan sblmnya min... Auto nabyak nabyak :person_facepalming:;daerah bogangin kedurus mati pemberitahuan admin auto nabrak nabrak;Pelayanan;0.07793282622804337
Kebiasaan, perbaikan waktu pagi² dan mau siap² berangkat kerja. Berapa jam ini perbaikannya!;biasa baik pagi berangkat kerja jam baik;Air Kotor/Bau;0.0
Heleeehhh postingannya telat nah min :crying_face:;postingannya lambat admin;Air Kotor/Bau;0.0
kedurus ini kapan selesainya jamberapaaaaaa air normaaal?;kedurus selesai jam berapa air normal;Air Kotor/Bau;0.0
Min...min daerah Kebraon bkok belom nyala dari pagi Ampe sekarang ini gmn saya mau aktifitas klo gak ada air sama sekali;minmin daerah kebraon b kok pagi aktivitas tidak air;Meteran (Macet/Bermasalah);0.031320056401149626
Kedurus jg mati ya min aernya;kedurus mati admin air;Air Kotor/Bau;0.0
Daerah lontar kok mati ya;daerah lontar mati;Air Kotor/Bau;0.0
Lontar jg mati;lontar mati;Air Kotor/Bau;0.0
Ya Rabb :palms_up_together:;rabb;Air Kotor/Bau;0.0
Masya allah tabarakallah :palms_up_together:;masya allah tabarakallah;Air Kotor/Bau;0.0
Tercerahkan saya:raising_hands:;cerah;Air Kotor/Bau;0.0
semoga keberkahan selalu berpihak pada kita;moga berkah pihak;Air Kotor/Bau;0.0
sangat bermanfaat mimin :smiling_face_with_heart-eyes::smiling_face_with_open_hands:;manfaat admin;Air Kotor/Bau;0.0
Masyaallaah :man_bowing::smiling_face_with_open_hands:;masyaallaah;Air Kotor/Bau;0.0
subhanallah;subhanallah;Air Kotor/Bau;0.0
Aamiin;aamiin;Air Kotor/Bau;0.0
masyaAllah;masyaallah;Air Kotor/Bau;0.0
mashaAllah:palms_up_together::sparkles:;mashaallah;Air Kotor/Bau;0.0
airnya mati sampai kpn ya? kenapa pemadaman air nya di saat orang sedang mau aktivitas? area terdampak nya kedurus ini mati;air mati padam air nya aktivitas area dampak nya kedurus mati;Air Tidak Mengalir;0.10858091897978708
masyaallah:palms_up_together_light_skin_tone:;masyaallah;Air Kotor/Bau;0.0
masya Allah;masya allah;Air Kotor/Bau;0.0
Kalo matikan air itu ada pemberitahuan dong,biar org juga persiapan. Area kedurus mati, gimana sihhh;mati air pemberitahuan dongbiar siap area kedurus mati sihhh;Pelayanan;0.09494291728903644
Catat meter tiap bulan dimulai dr tgl brp ya?;catat meter mulai tanggal;Meteran (Macet/Bermasalah);0.06270371261809797
Upload foto susah;unggah foto susah;Air Kotor/Bau;0.0
Lagi² nggak ada info,, air mati 17 Maret jam 6 pagi  daerah lontar;tidak informasi air mati maret jam pagi daerah lontar;Meteran (Macet/Bermasalah);0.03536022107675139
Rumah saya terdampak di daerah Jl Mastrip. Apa perbaikan akan sampai sore hari?;rumah dampak daerah jalan mastrip baik sore;Air Tidak Mengalir;0.1312546708501336
MINTA TOLONG BILA ADA RENCANA UNTUK PEMADAMAN PDAM BISA DI SHARE DI IG. MINIMAL PELANGGAN BISA MENAMPUNG AIR NYA. TERIMA KASIH;rencana padam pdam share instagram minimal langgan tampung air nya terima kasih;Air Kotor/Bau;0.0
semoga puasa tahun ini dapat di lancarkan, amin ya rab :palms_up_together_medium-dark_skin_tone:;moga puasa lancar amin rab palmsuptogethermedium darkskintone;Air Kotor/Bau;0.0
jos;jos;Air Kotor/Bau;0.0
syukron katsiron:raising_hands::fire:;syukron katsiron;Air Kotor/Bau;0.0
Pagi ini daerah Krembangan tiba2 air tidak keluar;pagi daerah krembangan air tidak keluar;Kebocoran;0.10630378706570213
Seru banget minn :partying_face:;seru minn;Air Kotor/Bau;0.0
OMG :face_with_open_mouth:;oh my god;Air Kotor/Bau;0.0
Sambil mikir ntar beli takjil apa lagi ya :face_with_tears_of_joy:;mikir beli takjil;Air Kotor/Bau;0.0
Cuaaakeeep puooool min ngakakan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:;keren admin mudah tertawa;Air Kotor/Bau;0.0
Nungguin buka sambil nyemil enak kali yaa;nungguin buka nyemil enak;Air Kotor/Bau;0.0
Bikin lagi min vt yang bikin orang ketiwir2 ojok up banyu tok:smiling_face_with_heart-eyes:;bikin admin video tiktok bikin ketawa unggah air aja;Air Kotor/Bau;0.0
@nayaaptr @sylliphany @_almalikaaa naya punya kemampuan spesial bess:face_screaming_in_fear::face_screaming_in_fear:;naya mampu spesial sahabat;Air Kotor/Bau;0.0
Semoga sukses dan bermanfaat;moga sukses manfaat;Air Kotor/Bau;0.0
Apa pelanggan PDAM kota Surabaya dapat keringanan biaya tagihan PDAM;langgan pdam kota surabaya ringan biaya tagih pdam;Harga;0.19587926475354786
Maaf mau tanya pak saya sudah dftar sudah di surve juga tapi belum dapat wa atau pemberitahuan dari kantor untuk pembayaran dan no kontraknya gimana ya pak;maaf daftar survey whatsapp pemberitahuan kantor bayar kontrak;Pelayanan;0.21019782686965982
Selamat pagi. Mohon cek DM ya. Gangguan air di injoko gayungan;selamat pagi mohon cek pesan ganggu air injoko gayung;Air Kotor/Bau;0.0
Mohon info hari ini apakah Baratajaya juga mati air?;mohon informasi baratajaya mati air;Air Kotor/Bau;0.0
Halo min manukan kulon dirumah saya smp saat ini blom nyala sama sekali.. Gimana ini?;halo admin manuk kulon rumah;Air Kotor/Bau;0.0
Sampek sekarang masih pelan minn keluar airx, apakah belum selesei yaa;pelan minn keluar airx selesei;Kebocoran;0.07779947036435175
Apakah jalan Arjuno kena dampaknya,?? Dari kemarin sore Airnya keluar nya kecil;jalan arjuno kena dampak sore air keluar nya kecil;Air Tidak Mengalir;0.24196250478322248
Mohon info min, raya lontar dekat pintu keluar ptc sudah beberapa hari ini aliran air mengecil, tengah malam yang biasanya kencang ini sama saja mengecil, mohon di tindak lanjuti min @pdamsuryasembada :folded_hands::folded_hands:;mohon informasi admin raya lontar pintu keluar ptc alir air kecil malam kencang kecil mohon tindak lanjut admin;Air Tidak Mengalir;0.16799058569260777
Luar biasa :clapping_hands:salam dari Makassar;salam makassar;Air Kotor/Bau;0.0
Air pakuwon sby barat kecil lagi;air pakuwon surabaya barat kecil;Air Tidak Mengalir;0.08526339400096083
Luar biasa...indahnya berbagi;biasa indah bagi;Air Kotor/Bau;0.0
Abah aripin;abah aripin;Air Kotor/Bau;0.0
:red_heart::red_heart::red_heart: salam kenal Travel Pijat keseleo kecetit;salam kenal travel pijat keseleo kecetit;Air Kotor/Bau;0.0
PDAM Surya sembada;pdam surya sembada;Air Kotor/Bau;0.0
Waduh dr siang air ga kluar ini ditambah ada gangguang estimasi 6 jam sisan. Bayar larang2 banyue metu sak karepe dewe;siang air ga keluar tambah ganggu estimasi jam bayar mahal air keluar mau;Harga;0.1574202890215184
Dari dulu optimalisasi terus;optimalisasi;Air Kotor/Bau;0.0
Kak...minta info untuk daerah bangkingan PDAM mati ?;kak minta informasi daerah bangking pdam mati;Air Kotor/Bau;0.0
Kalau pengerjaan ganti stop kran telah selesai terlebih dahulu, baru langsung pembayaran  apa bisa?;kerja ganti stop keran selesai bayar;Meteran (Macet/Bermasalah);0.07813595647825732
Klo rembes pipa dalam apakah bisa minta tlng PDAM buat deteksi ?mohon pencerahannya;resap keluar pipa dalam pdam deteksi mohon cerah;Kebocoran;0.4439007265791981
Mantab infonya min :clapping_hands:;mantap info admin;Air Kotor/Bau;0.0
Di Daerah saya masih kesulitan air. Kalau mau air kita harus nampung air hujan dulu karena belum ada sambungan PDAM masuk ke rumah padahal dekat dengan kota besar bukan di pelosok desa desa. :crying_face:sudah lama seperti ini sedih nya;daerah sulit air air tampung air hujan sambung pdam masuk rumah kota bukan pelosok desa desa sedih nya;Pemasangan;0.11581015386081772
Kuweerenn:fire::fire::fire:;keren;Air Kotor/Bau;0.0
Bukan puasa makin mengecil cenderung tdk keluar;bukan puasa kecil cenderung tidak keluar;Air Tidak Mengalir;0.1449370844370227
Jangan buang2 air percuma, air adalah aset kehidupan;buang air air aset;Air Kotor/Bau;0.0
Air nya blm bisa langsung diminum .. Kpn teknologi ini diterapkan @pdamsuryasembada;air nya minum teknologi terap;Air Kotor/Bau;0.0
Bulan puasa air malah mengecil cenderung tdk keluar daerah tambak dalam asemrowo;puasa air kecil cenderung tidak keluar daerah tambak dalam asemrowo;Air Tidak Mengalir;0.11025473142221129
Pengajuan selalu diundur2 kayabundur2 dari 2024 sampai sekarang blm jelas kendala apanjuga ndak ada info sampai apk cis sdh dihapus;aju undur kendala apa juga tidak informasi aplikasi cis hapus;Pemasangan;0.11415727892259521
2025 masih belom merata pemasangan pipa PDAM di tempat depan persil gudang.. tolong agar bisa segera dilakukan pemasangan pipa induk PDAM bapak @ericahyadi_ @cakj1;rata pasang pipa pdam persil gudang pasang pipa induk pdam;Kebocoran;0.20032604274618723
@pdamsuryasembada_ tlg d respon;respon;Pelayanan;0.3459968478321245
Editornya ky Hujan di bulan Juni :clapping_hands::smiling_face_with_heart-eyes:;editor hujan;Air Kotor/Bau;0.0
luar biasa edukasinya:fire:;edukasi;Air Kotor/Bau;0.0
Semoga bisa meningkatkan kualitas air nya, bukan sekedar edukasi aja ke masyarakat, jadi kita gak harus laporan tiap bulan perihal air keruh.. Mohon jadi perhatiannya. Terima kasih;moga kualitas air nya bukan edukasi masyarakat tidak lapor perihal air keruh mohon perhati terima kasih;Air Kotor/Bau;0.16570821527302282
Teruskah berbenah, teruslah membaik, teruslah menjadi unggulan :fire::fire:;terus benah terus baik terus unggul;Air Kotor/Bau;0.0
Min di daerah jojoran rumah saya ko keluar nyaa kecil ya min masa nunggu malem hari baru bisa naik ke dalem rumah air nya min;admin daerah jojoran rumah keluar nya kecil admin nunggu malam dalam rumah air nya admin;Air Tidak Mengalir;0.09444215874504552
Kecewa banget sama pdam;kecewa pdam;Air Kotor/Bau;0.0
Terima kasih PDAM Surya Sembada Surabaya kami di daerah Karah  bisa menikmati air yang bersih dari  pada dulu pakai air sumur banyak menimbulkan masalah.;terima kasih pdam surya sembada surabaya daerah karah nikmat air bersih pakai air sumur timbul;Air Kotor/Bau;0.0
karang menjangan juga min minta tolong airnya ga keluar;karang menjangan admin air ga keluar;Kebocoran;0.09376930860975542
Sampai sekarang d daerah Tales masih mati...mohon perhatiannya;daerah tales mati mohon perhati;Air Kotor/Bau;0.0
karangan wiyung hari ini 7 maret gak keluar,,tapi tetangga kanan kiri air nya normal;karang wiyung maret tidak keluartapi tetangga kanan kiri air nya normal;Meteran (Macet/Bermasalah);0.023347181812210488
Sudah saya DM ya min @pdamsuryasembada;pesan admin;Air Kotor/Bau;0.0
Sudah 2025 tapi pipa induk belom masuk sepenuh nya di gunung anyar tambak IV (modern barat) :crying_face:@pdamsuryasembada @ericahyadi_ @cakj1;pipa induk masuk sepenuh nya gunung anyar tambak iv modern barat;Kebocoran;0.10646714855619863
bendul bayune mati,lekkk @pdamsuryasembada;bendul bayune matilekkk;Air Kotor/Bau;0.0
min kawasan kampung seng nyala airnya malam terus. mohon di cek.;admin kawasan kampung seng air malam mohon cek;Air Kotor/Bau;0.0
Mohon maaf, bisa tolong dibantu untuk menindaklanjuti laporan saya tentang air keruh di daerah Ngagel Jaya Selatan. Tgl 26 Februari saya sudah lapor via WA dan tgl 4 Maret saya lapor lagi via WA. Mohon jadi perhatian ya untuk kualitas air, karena kamu gunakan untuk kebutuhan sehari-hari. Terima kasih :clapping_hands_light_skin_tone:;mohon maaf bantu menindaklanjuti lapor air keruh daerah ngagel jaya selatan tanggal februari lapor via whatsapp tanggal maret lapor via whatsapp mohon perhati kualitas air guna butuh hari terima kasih clappinghandslightskintone;Air Kotor/Bau;0.09277823538425045
Menyala :fire:;nyala;Air Kotor/Bau;0.0
Emang kalau mau pasang baru kena biaya berapa min;pasang kena biaya admin;Pemasangan;0.1993377057386645
Min, klo pasang baru pdam. Untuk tempat usaha kontrak gitu, harus ada surat tanahnya?;admin pasang pdam usaha kontrak surat tanah;Pemasangan;0.13470284358284443
Min,, sahur-sahur kok air di manukan di matiin sih? Apa ada perbaikan yaa? @pdamsuryasembada;admin sahur sahur air manuk matiin sih baik;Air Kotor/Bau;0.0
Masih kurang berapa lama lagi min ?;admin;Air Kotor/Bau;0.0
Kenapa mendadak selalu sih....;dadak sih;Pelayanan;0.3448991763053411
Daerah Wisma Pagesangan kok jadi ikutan mati airnya, kenapa selalu begini sih @pdamsuryasembada, capek banget sayaa;daerah wisma pagesangan mati air sih capek sayaa;Air Kotor/Bau;0.0
kmrn depan rumah pdam bocor iseng ke pengaduan di aplikasi saya kira bakal datang 3 harian.. lho gak taunya langsung gercep.. hari itu juga datang.. good job..;rumah pdam bocor adu aplikasi kira hari loh tidak tahu nya gerak cepat good job;Kebocoran;0.08907469466764054
min tlg d cek,q mau byr tagihan ini tp koq GK bisa kluar tagihan nya,katanya pembayaran periode 1 mulai tgl 1-15,lah skrg msh tgl 14 koq GK bisa kluar tagihan nya,tlp ke cs malah d suruh byr tgl 16 saja sekalian byr tagihan bulan selanjutnya;admin cekq bayar tagih ga keluar tagih nyakatanya bayar periode tanggal tanggal ga keluar tagih nyatlp layan langgan suruh bayar tanggal bayar tagih;Harga;0.24688297209106785
Ijin bertanya admin bukaan atau tutupan itu apa?;ijin admin buka tutup;Air Kotor/Bau;0.0
"air diarea tegalsari udh 4hari ini kenapa keruh terus"" an ya? ada perbaikan atau apa?";air area tegalsari keruh an baik;Air Kotor/Bau;0.10900456583745778
Ok thanxs;ok terima kasih;Air Kotor/Bau;0.0
Air di graha sampurna, wiyung? Mati? Ga ada info?;air graha sampurna wiyung mati ga informasi;Air Kotor/Bau;0.0
Pdam emang tarifnya naik kah? Kok ini saya cuma 2 keluarga pemakai habisnya 600rban..:crying_face::crying_face:;pdam tarif keluarga pakai habis ribu an;Harga;0.11120973604628315
Kelurahan Medokan Ayu apa termasuk min?;lurah medok cantik admin;Air Kotor/Bau;0.0
Kmren sy tolak krn surat pemberitahuan tidak ada tlg proses pergantianny pelanggan di info dulu surat resmi jgn lgsung ada orang datang kerumah rawan penipuan & perampokan;tolak surat pemberitahuan tidak proses ganti langgan informasi surat resmi ke rumah rawan tipu ampo;Pelayanan;0.06554367732159043
air saya udah bbrp hari ini bau kaporit bgt knp ya??;air bau kaporit banget;Air Kotor/Bau;0.45575626152167836
