comment_id,comment_text,segmented_text,true_aspect,final_sentiment_label
26508,@antoncahya99 aku ados nang kantor ton,mandi kantor ton,Lainnya,Netral
26510,Pdam di daerah setro sudah 3 hari mati min kenapa ya?,pdam daerah setro sudah mati admin ?,Air Tidak Mengalir,Negatif
26514,Kok air sering mati ya ? Kalopun nyala keciiil banget keluarnya. Bagaimana ini ?,air mati ? kalopun hidup kecil sekali keluar . ?,Air Tidak Mengalir,Negatif
26515,Banyune ae gak metu 2 Dino apane seng ditampung 😂😂,airnya aja tidak keluar tampung,Air Tidak Mengalir,Negatif
26516,Daerah ngagel rejo kidul ada pemasangan saluran drainase. Pdam kecil jd gak bisa naik tandon. Kira² sampe kapan Min ?,daerah ngagel rejo kidul ada pemasangan saluran drainase . pdam kecil tidak naik tandon . kira sampai kapan admin ?,Pemasangan,Netral
26520,Untuk daerah wisma lidah kulon kapan nyala lagi ya min airnya ? Dari kemarin sampai skrg g nyala² 😢 masak iya mandi air galon terus,daerah wisma lidah kulon kapan hidup admin air ? sampai sekarang ga hidup masak mandi air galon,Air Tidak Mengalir,Netral
26522,@pdamsuryasembada trm kasih infonya pak. Mudah2an cepat selesai.,terima kasih informasi . mudah cepat selesai .,Lainnya,Netral
26523,"Min ini kena Gubeng Kertajaya air nya mati lagi hari ini😓😓😓, udah hampir kehabisan stok air. Apa bocor Efek drainase lg ? Masa daerah sini Seminggu sekali PDAM bocor lagi dan lagi gr2 drainase, ini yg ngurusin proyek drainase gmn sih🙃🙃","admin kena gubeng kertajaya air nya mati , sudah hampir kehabisan stok air . bocor efek drainase ? daerah seminggu sekali pdam bocor gede rasa drainase , urus proyek drainase sih",Air Tidak Mengalir,Negatif
26525,"Kirim mobil tangki ,Kertajaya banyune mati pakk toloooonggg","kirim mobil tangki , kertajaya airnya mati",Air Tidak Mengalir,Positif
26527,@pdamsuryasembada percuma pak gk ada tanggapan,ga ada tanggapan,Pelayanan,Negatif
26528,Call center gak berfungsi blass.,call center tidak berfungsi sama sekali .,Pelayanan,Positif
26530,"Air PDAM wilayah Ngaglik (Kelurahan: Kapasari) mati total satu wilayah Ngaglik terhitung 2 hari ini, tolong cek ke lokasi apakah ada pipa PDAM BOCOR imbas dari Proyek BOX CULVERT🙏🙏","air pdam wilayah ngaglik kelurahan kapasari mati total wilayah ngaglik terhitung , cek lokasi ada pipa pdam bocor imbas proyek kotak culvert",Kebocoran,Negatif
26534,surabaya utara . di jalan irawati mulai dari semalem sampek sekarang mati total. rakyate g di olehi ados .,surabaya utara . jalan semalam sampai sekarang mati total . rakyat ga mandi .,Air Tidak Mengalir,Negatif
26536,Opo sing ditampung lak mati Ket subuh Sampek JM 11 bengi baru isok tagihan g tambah murah pancet,tampung mati subuh sampai jam malam baru tagihan ga murah tetap,Harga,Negatif
26537,sampek kapan mati trs nih air,sampai kapan mati air,Air Tidak Mengalir,Negatif
26538,"Mohon maaf ya min untuk wilayah Bendul merisi sudah 3 hari , ini air tidak keluar sama sekali. Sampek kapan yah min. Terimakasih","mohon maaf admin wilayah bendul merisi sudah , air tidak keluar sekali . sampai kapan admin . terima kasih",Air Tidak Mengalir,Positif
26542,Raya menur iki kok malah mati banyu e piye jal,raya menur mati air nya jal,Air Tidak Mengalir,Negatif
26544,He cak banyu ku mati daerah manyar piye wes 2 dino,he kak air ku mati daerah manyar sudah,Air Tidak Mengalir,Negatif
26547,@pdamsuryasembada daerah raya menur,daerah raya menur,Air Tidak Mengalir,Netral
26548,Hari ini mulai dari tadi pagi air PDAM di daerah Siwalankerto Tengah hanya bisa di depan/teras saja itupun airnya juga tidak deras (jadi tidak visa smpe ke dapur & kmr mandi yg kebetulan di belakang) harus ngangsu dr depan ke belakang 😞,pagi air pdam daerah siwalankerto teras itu pun air tidak deras tidak sampai dapur kamar mandi belakang harus mengangsu belakang,Air Tidak Mengalir,Negatif
26550,@pdamsuryasembada @pdamsuryasembada Tolong diinfo kapan tindak lanjuti. No. Pengaduan : T20240053888 Terima Kasih,informasi kapan tindak . . pengaduan terima kasih,Pelayanan,Netral
26552,@pdamsuryasembada DM yang dimaksud yang menanyakan pelaporannya kapan? Bukannya fungsi dari nomer pelaporan itu adalah ID yang memuat detil laporan pelanggan? Kok malah tanya buat laporannya kapan😂 mestinya saya yang tanya kapan pelaporan saya ditindaklanjuti. Laporan sudah hampir 24 jam tidak ada perbaikan.,pesan menanyakan pelaporan kapan ? bukan fungsi nomor pelaporan id memuat detil laporan pelanggan ? lapor kapan mesti kapan pelaporan tindak lanjut . laporan sudah hampir jam tidak ada perbaikan .,Pelayanan,Negatif
26553,Lidah kulon dari jam 8 pagi sampek sekarang air mati min😪😪,lidah kulon jam pagi sampai sekarang air mati admin,Air Tidak Mengalir,Negatif
26554,Woooiiiiii PDAM air nya kok gk metu woooiiii,pdam air nya ga keluar,Air Tidak Mengalir,Negatif
26567,Air di daerah asempayung mati dari kemarin sampai hari ini,air daerah asempayung mati sampai,Air Tidak Mengalir,Negatif
26568,Air di rahman hakim mati terus ta iki?,air rahman hakim mati ta ?,Air Tidak Mengalir,Negatif
26569,@tikayulindaputri  benar bund. Susah banget tiap pagi n sore air ndak naik ke bak mandi sama skali. Apalagi dirumah ada 3 bocil. Duhhkah😢,benar . susah sekali pagi sore air tidak naik bak mandi sekali . rumah ada bocil .,Air Tidak Mengalir,Negatif
26574,Sidotopo sudah 3 hari air mati tidak ada bantuan pula,sidotopo sudah air mati tidak ada bantuan,Air Tidak Mengalir,Negatif
26578,"@pdamsuryasembada min, gubeng kertajaya mati lagiii pdamnyaa 😢 itu proyeknya gk bisa dimaping biar gk kena pipa pdam ta min, sedih banget kalo tiap 10 hari, mati lg 3 hari","admin , gubeng kertajaya mati pdam proyek ga peta biar ga kena pipa pdam ta admin , sedih sekali , mati",Air Tidak Mengalir,Negatif
26579,Kertajaya dari pagi air mati gimana ini min?,kertajaya pagi air mati admin ?,Air Tidak Mengalir,Negatif
26581,Min air keluar jam berapa kok sampai MLM Ndak keluar airnya,admin air keluar jam sampai malam tidak keluar air,Air Tidak Mengalir,Negatif
26582,Donorejo selatan air sampai MLM Ndak keluar,donorejo selatan air sampai malam tidak keluar,Air Tidak Mengalir,Negatif
26583,"@pdamsuryasembada kira"" sampai kapan ya min selesainya?",kira sampai kapan admin selesai ?,Lainnya,Netral
26585,"Min, air pdam itu ga bisa dibikin 24 jam kah?","admin , air pdam ga jam ?",Air Tidak Mengalir,Netral
26587,Banyu normal di daerah gubeng kertajaya iki sampe kapan yooo,air normal daerah gubeng kertajaya sampai kapan yooo,Air Tidak Mengalir,Netral
26589,Nginden air mati. TOLONG DI INFO KALAU SEBELUMNYA AIR MAU MATI,nginden air mati . informasi air mati,Air Tidak Mengalir,Negatif
26594,@pdamsuryasembada ohh baik. Untuk nyala kembali kapan yaa?,. hidup kapan ?,Air Tidak Mengalir,Netral
26595,@pdamsuryasembada untuk area nginden kapan ini air PDAM bisa nyala kembali,area nginden kapan air pdam hidup,Air Tidak Mengalir,Netral
26597,Kak admin air d daerah Nginden Semolowaru smp skrg belom nyala?knp ya kok lama,kakak admin air daerah nginden semolowaru sampai sekarang belum hidup ? lama,Air Tidak Mengalir,Negatif
26598,@pdamsuryasembada kira kira kapan untuk area nginden air nya bisa nyala kembali,kira kira kapan area nginden air nya hidup,Air Tidak Mengalir,Netral
26599,@pdamsuryasembada tolong pak area nginden nyala kembali kapan ini? Stock air sudah menipis.,area nginden hidup kapan ? stok air sudah menipis .,Air Tidak Mengalir,Netral
26600,"Wis dino ke 5, banyune butek, mambu pisan... Wilayah tambak wedi masjid min...","sudah , airnya keruh , bau sangat . wilayah tambak takut masjid admin .",Air Kotor/Bau,Negatif
26603,"Min nginden baru,kapan rencana banyune nyala min. Sampe kapan proyek e iki min.🔥🔥🔥🔥","admin nginden baru , kapan rencana airnya hidup admin . sampai kapan proyek nya admin .",Air Tidak Mengalir,Netral
26604,weww bayarnya tetap airnya macet 👏,bayar tetap air macet,Harga,Negatif
26605,"Daerah bratang kenapa sudah 3 hari ini air keluar kecil min, apakah terdampak perbaikan gorong gorong, mohon di balas 🙏","daerah bratang sudah air keluar kecil admin , dampak perbaikan gorong-gorong gorong-gorong , mohon balas",Air Tidak Mengalir,Negatif
26607,Gunane reservoir mbah ratu opo min?? Lek banyu neng daerah gadukan jam 5 sore bLas gak metu..,guna reservoir mbah ratu admin ? air neng daerah gadukan jam sore sama sekali tidak keluar .,Air Tidak Mengalir,Positif
26609,@pdamsuryasembada bratang gede min,bratang gede admin,Lainnya,Netral
26613,Sering mati tapi kok byare pancet 👏,tapi bayar tetap,Harga,Netral
26615,Proyek pemerintah gak di pikir matang matang jadi imbasnya PDAM macet . Proyek gorong gorong malah menjadi jalannya trotoar menjadi jelek. Bisa di lihat di daerah Mulyosari,proyek pemerintah tidak pikir matang matang imbas pdam macet . proyek gorong-gorong gorong-gorong jalan trotoar jelek . lihat daerah mulyosari,Lainnya,Negatif
26617,Daerah sy mulai jm 12malam😢😢,daerah jam malam,Air Tidak Mengalir,Negatif
26618,"Min bendul merisi besar selatan mati pletes, piye iki? Tayamum ta?","admin bendul merisi besar selatan mati total , ? tayamum ta ?",Air Tidak Mengalir,Negatif
26619,Aliran mati sejak pagi d Manyar sambongan min....,aliran mati pagi manyar sambongan admin .,Air Tidak Mengalir,Negatif
26627,"@aditya_risqi_pratama bener mas Adit, sumpah menjengkelkan opo maneh Kertajaya langganan, winginane mari mati sampe 3hri, saiki banyu metu cilik, sek di kongkon ngangsu maneh, telat mbayr  kenek dendo.","benar mas adit , sumpah menjengkelkan kertajaya langganan , mari mati sampai , sekarang air keluar cilik , suruh mengangsu , terlambat bayar kena denda .",Air Tidak Mengalir,Negatif
26628,"Untuk daerah bronggalan sawah gang 5 baru tengah, kok airnya keluar nya kecil min ada proyek atau apa kah?","daerah bronggalan sawah gang baru , air keluar nya kecil admin ada proyek ?",Air Tidak Mengalir,Netral
26631,"Admin @pdamsuryasembada Biaya Retribusinya Naik ya, Tagihan PDAM saya jadi Melonjak 2x lipat","admin biaya retribusi naik , tagihan pdam melonjak lipat",Harga,Negatif
26632,"@pdamsuryasembada nomor tersebut tidak bisa dihubungi pak, saya sudah melakukan pengaduan terkait air keruh dan kecil juga tidak ada follow up lagi masih sama","nomor tidak hubingi , sudah melakukan pengaduan terkait air keruh kecil tidak ada ikuti unggah",Air Kotor/Bau,Negatif
26633,Daerah Siwalankerto emang mati total mohon dibales 🙏,daerah siwalankerto mati total mohon balas,Air Tidak Mengalir,Negatif
26634,Kec sukolilo air mati. Sampai kapan ya?,kecamatan sukolilo air mati . sampai kapan ?,Air Tidak Mengalir,Negatif
26635,Air di manyar jaya mati lagi nih. Ada apa yaaaa?,air manyar jaya mati . ada ?,Air Tidak Mengalir,Negatif
26636,AIR MATIII,air mati,Air Tidak Mengalir,Negatif
26641,"@pdamsuryasembada ngagel rejo utara,,itu juga ada alat beratnya nutupin akses keluar masuk gudang barokah kasiyun","ngagel rejo utara , ada alat menutupi akses keluar masuk gudang kasihan",Lainnya,Negatif
26642,@pdamsuryasembada yang bener yang mana nih?dampak pekerjaan box culvert atau pemasangan saluran drainase?atau emang sama aja?proses perbaikan berapa lamaaa? Udah minta air tangki lewat RT juga mohon segera,benar ? dampak pekerjaan kotak culvert pemasangan saluran drainase ? ? proses perbaikan lama ? sudah air tangki mohon,Pemasangan,Negatif
26646,@pdamsuryasembada Siwalankerto wonocolo gang Semeru,siwalankerto wonocolo gang semeru,Lainnya,Negatif
26650,"Min mambu banyu Got daerah Tambak wedi baru, y opo iki min.. Gak iso gawe masak gawe adus...","admin bau air got daerah tambak takut baru , admin . tidak kerja masak kerja mandi .",Air Tidak Mengalir,Negatif
26653,@pdamsuryasembada bulak banteng madya air pdam mengecil min,bulak banteng madya air pdam mengecil admin,Air Tidak Mengalir,Negatif
26654,Air mati t,air mati,Air Tidak Mengalir,Negatif
26657,@pdamsuryasembada sudah lancar alhamdulilah,sudah lancar alhamdulilah,Lainnya,Positif
26658,Maaf barusan jam 9,maaf barusan jam,Lainnya,Netral
26660,Air daerah darmokali mati lagi min....sumpek ngene Iki isuk2 wayah e sekolah......,air daerah darmokali mati admin . sempit pagi nya sekolah .,Air Tidak Mengalir,Negatif
26661,Area menanggal PDAM jam segini udah mati . Malam puwelan keluarnya .. hayo kapan normal lagi iniii,area menanggal pdam jam segini sudah mati . malam pelan keluar . hayo kapan normal,Air Tidak Mengalir,Negatif
26662,Menanggal kelapa gading min,menanggal kelapa gading admin,Lainnya,Netral
26664,Min mau tanya di daerah perak ada gangguan distribusi air ta 😢😢 kok air yg keluar sedikit,admin daerah perak ada gangguan distribusi air ta air keluar sedikit,Air Tidak Mengalir,Negatif
26665,Jam puncak drumah saya nggak keluar air bos.😢😢😢😢,jam puncak rumah tidak keluar air bos .,Air Tidak Mengalir,Positif
26666,Sama saya juga gak keluar air bos jam 05.00 sampai malam gak kuat naik ke kamar mandi mana Isa tandon air perlu buat mandi masak cuci baju yah 😢😢😢😢,tidak keluar air bos jam . sampai malam tidak kuat naik kamar mandi tandon air perlu mandi masak cuci baju,Air Tidak Mengalir,Negatif
26667,3 hr d rumah juga nggak keluar air nya ini,rumah tidak keluar air nya,Air Tidak Mengalir,Netral
26668,"@pdamsuryasembada kan sudah tau masalahnya ya, ada jam² dimana penggunaan air sangat padat/bersamaan, mungkin kualitas dan kuantitas pompanya ditambah, khusus untuk jam² padat tersebut,","kan sudah , ada jam penggunaan air sangat padat bersamaan , mungkin kualitas kuantitas pompa , jam padat ,",Lainnya,Negatif
26670,Gak ngaruh kecuali di jam 20.00 keatas,tidak berpengaruh jam .,Air Tidak Mengalir,Negatif
26671,"😂😂😂lucu nih 5 hari saya laporan tdk ada petugas dtg ... pas smelm air saya nyala , sebelum"" nya pagi-malam mati😮😮😮 , biasanya juga mau pagi,siang ,malam, barengan juga nyala normal. d liat aja nnti malam nyala lagi gak ..kalau gak nyala kepala saya sdh mau meledak ngerasain Air . sdh perbulan bayar air nya d persulit","lucu laporan tidak ada petugas datang . pas malam air hidup , nya pagi malam mati , pagi , siang , malam , bareng hidup normal . lihat malam hidup tidak . tidak hidup kepala sudah meledak air . sudah bayar air nya mempersulit",Air Tidak Mengalir,Negatif
26672,"iya kalau malam nyala bisa nandon , kalau malam-pagi mati ,nandon drimna 🥲🥲🥲","malam hidup tandon , malam pagi mati , tandon",Air Tidak Mengalir,Negatif
26682,Terimakasih edukasinya min 🙏😃,terima kasih edukasi admin,Lainnya,Positif
26683,Bagaimana bisa menampung diluar jam puncak ?Bukan jam puncak saja air ditempat kami  gak keluar.Gubeng Kertajaya IX-C C/18 dgn no pelanggan 2061765.Mohonn perhatiannya dari PDAM.Sudah lapor bolak-balik gak ada solusinya.Terima kasih untuk perhatian.ya.,menampung jam puncak ? bukan jam puncak air tidak keluar . gubeng kertajaya pelanggan . mohonn perhati pdam . sudah lapor berkali kali tidak ada solusi . terima kasih perhatian . .,Air Tidak Mengalir,Negatif
26687,Min @pdamsuryasembada wisma lidah kulon koq tiba² mati 😮,admin wisma lidah kulon mati,Air Tidak Mengalir,Netral
26690,D luar jm puncakk air punn tk nyalaaa 😮@pdamsuryasembada,jam puncak air tk nyala,Air Tidak Mengalir,Negatif
26691,D mulyorejo Jm 12 nyala jm 4 subuhh sdh matii,mulyorejo jam hidup jam subuh sudah mati,Air Tidak Mengalir,Negatif
26695,"Daerah pondok benowo indah,Surabaya Barat, klo jam 5 pagi s/d jam 10 pagi,kemudian jam 16 s/d jam 19an,serasa ikut WAR,langka banget airnya","daerah pondok benowo indah , surabaya barat , jam pagi jam pagi , jam jam , serasa war , langka sekali air",Air Tidak Mengalir,Netral
26696,Klo di tempat saya jl teluk nibung timur gg 5 jam 01 sampai jam 4 dini hari nyalah air nya,jalan teluk nibung timur gang jam sampai jam hidup air nya,Air Tidak Mengalir,Negatif
26698,"Min bojoku meteng, air PDAM masih belum beres dampak box gorong gorong. Sidotopo kidul","admin pasangan matang , air pdam belum beres dampak kotak gorong-gorong gorong-gorong . sidotopo kidul",Lainnya,Negatif
26702,"@pdamsuryasembada saya harus komplain berapa kali lagi? Harus nunggu berapa bulan lagi baru komplain saya di gubris? Saya ada anak bayi dirumah, gimana saya mau nyuci botolnya kalo air gk keluar","harus komplain ? harus tunggu baru komplain gubris ? ada anak bayi rumah , cuci botol air ga keluar",Air Tidak Mengalir,Negatif
26706,Belum DL,belum dl,Pelayanan,Negatif
26709,Jalan bronggalan  onk sing bocor min,jalan bronggalan ada bocor admin,Kebocoran,Negatif
26710,"@azzahra_teknik selamat malam kak, mohon maaf atas ketidaknyamanannya. Mohon mengirimkan alamat lengkapnya via DM ya kak. Untuk respon cepat pengaduan dapat melalui aplikasi CIS Pdam yang dapat diunduh di playstore atau appstore. Terima kasih -d","selamat malam kakak , mohon maaf ketidaknyamanan . mohon mengirimkan alamat lengkap via pesan kakak . respon cepat pengaduan melalui aplikasi cis pdam unduh playstore appstore . terima kasih",Pelayanan,Positif
26717,MasyaAllah 😍 lancar selalu @pdamsuryasembada 🙌,masyaallah lancar selalu,Lainnya,Positif
26719,"Pastikan apa nya, dari tanggal 8 sdh kpmplin air kecil jawabnya suruh nunggu memang tekanan lagi kecil. Suruh nunggu sampai kiamat ya","nya , tanggal sudah keluhan air kecil jawab suruh tunggu memang tekanan kecil . suruh tunggu sampai kiamat",Air Tidak Mengalir,Negatif
26720,"@inezmaria37 Selamat Sore kak, mohon maaf atas ketidaknyamanannya bisa dibantu nomor pelanggan kak untuk dapat segera kami tindak lanjuti -d","selamat sore kakak , mohon maaf ketidaknyamanan bantu nomor pelanggan kakak tindak",Lainnya,Positif
26722,@inezmaria37 baik kak akan segera kami tindak lanjuti,akan tindak,Pelayanan,Netral
26723,"@pdamsuryasembada cuma segera2, kita berasa hidup di hutan tau gak. Kerja nya lama bgt",", berasa hidup hutan tidak . kerja nya lama banget",Air Tidak Mengalir,Negatif
26725,Jln bulak banteng  lour 35 tidak ada respon sudah 1 Minggu,jalan bulak banteng tidak ada respon sudah,Pelayanan,Negatif
26728,Selamat Idul Fitri juga kak 😇🙏,selamat fitri kakak,Lainnya,Positif
26730,"@anty__09 selamat malam ibu, mohon maaf atas ketidaknyamanannya, bisa mengirimikan alamat dan No HPnya ke DM kami ibu, atau bisa pengaduan via Aplikasi CIS PDAM yang dapat diunduh dari Appstore dan Playstore.","selamat malam ibu , mohon maaf ketidaknyamanan , mengirimikan alamat hp pesan ibu , pengaduan via aplikasi cis pdam unduh appstore playstore .",Lainnya,Negatif
26733,"Air kecil sudah beberapa hari, sudah laporan jawabnya tekanan memang kecil. Skrg keluar sore dan malam saja. Payah ya","air kecil sudah , sudah laporan jawab tekanan memang kecil . sekarang keluar sore malam . payah",Air Tidak Mengalir,Negatif
26734,"@pdamsuryasembada terima kasih tindak cepat nya, pagi di kunjungi dan air dirumah saya sudah mengalir kembali, maaf konfirmasi dari saya terlambat","terima kasih tindak cepat nya , pagi kunjung air rumah sudah mengalir , maaf konfirmasi terlambat",Air Tidak Mengalir,Positif
26739,"Semoga tambah mantapp aja aplikasi CIS, untuk mempermudah para pelanggan mengadukan permasalahannya","moga mantap aplikasi cis , mempermudah pelanggan mengadukan",Lainnya,Positif
26740,Ak komplain sudah 2 bulan gak di respon 😢😢 Dan sudah berkali²😢😢,komplain sudah tidak respon sudah,Pelayanan,Negatif
26741,@erfintadini83 selamat pagi..,selamat pagi .,Lainnya,Positif
26742,"@erfintadini83 mohon maaf atas ketidaknyamanannya,pengaduannya apa bu? Silahkan DM untuk data pelanggannya untuk kami follow up.untuk respon cepat pengaduan bisa via aplikasi CIS PDAM yang dapat diunduh di playstore atau appstore","mohon maaf ketidaknyamanan , pengaduan bu ? silahkan pesan data pelanggan ikuti unggah . respon cepat pengaduan via aplikasi cis pdam unduh playstore appstore",Pelayanan,Netral
26743,@alfianmalaka90 Terima kasih atas dukungannya untuk PDAM pak Alfian 🙏,terima kasih dukung pdam alfian,Lainnya,Positif
26744,Saluto buat Petugas PDAM Surabaya ❤️👏👏👏,salut petugas pdam surabaya,Pelayanan,Netral
26745,😍keren pelayanan PDAM SURABAYA,keren pelayanan pdam surabaya,Lainnya,Positif
26748,Utk proses pasang baru berapa biayanya ?,proses pasang baru biaya ?,Pemasangan,Netral
26749,Petugas sudah menangani 👍👍😊 terima kasih atas responnya,petugas sudah menangani terima kasih rwspons,Pelayanan,Positif
26750,@pdamsuryasembada tapi untuk penanganan Seperti ini apakah berbayar?,tapi penanganan berbayar ?,Lainnya,Netral
26755,@yanti.brightonwinner ak langsung posting di Ig dan tag PDAM dan pak Eri Cahyadi langsung😂,. brightonwinner posting instagram tag pdam,Lainnya,Netral
26757,"Bohong,saya laporan dari kmrin tidak ditangani","bohong , laporan tidak tangani",Pelayanan,Negatif
26759,Keren bet 🔥🔥😍😍,keren banget,Lainnya,Positif
26760,masyaallah keren banget🔥,masyaallah keren sekali,Lainnya,Positif
26761,Menyalaa Altera Band ❤️‍🔥❤️‍🔥❤️‍🔥,nyala altera band,Lainnya,Netral
26762,Wahhh sangat kerennn sekali 🔥🔥😍😍,wahhh sangat keren sekali,Lainnya,Positif
26763,Masya Allah kerennn😍,allah keren,Lainnya,Positif
26764,"Bagus banget 🤩, semangat teruss 🔥🔥","bagus sekali , semangat teruss",Lainnya,Positif
26765,MasyaAllah keren bangettt🔥👏,masyaallah keren sangat,Lainnya,Positif
26766,"MasyaAllah, kerennyaa😍😍 sukses selaluuu yaa!!🔥👏","masyaallah , keren sukses !",Lainnya,Positif
26767,Daffa yang mana? Dari bayi selalu ngikutin sekarang da Gede aja,? bayi selalu sekarang da gede,Pelayanan,Netral
26769,Kerenn bgt👏👏,keren banget,Lainnya,Positif
26770,Woww keren banget🔥🔥,woww keren sekali,Lainnya,Positif
26775,Bagus skl semoga menang yaa,bagus sekolah moga menang,Lainnya,Positif
26778,Sukses ya..,sukses .,Lainnya,Positif
26780,Kereeennnn bangettt jadi inspirasi bangetttt nihhhh😍😩🙇💥,keren sangat inspirasi sangat,Lainnya,Netral
26781,Mantap abang daffa  keren deh,mantap abang keren deh,Lainnya,Positif
26782,Kerenn tetap semangat 👏🔥,keren tetap semangat,Lainnya,Positif
26784,KEREN SEKALI 😍🔥🔥!,keren sekali !,Lainnya,Positif
26785,Keren banget semangat 🔥🔥🔥,keren sekali semangat,Lainnya,Positif
26786,Kereeen bangeeettt😍😍😍😍👏,keren sangat,Lainnya,Positif
26788,"MasyaAllah! MENYALAA ALTERAAA 🔥🔥👏👏👏, KEREN BANGET 🔥🔥🔥🔥","masyaallah ! nyala altera , keren sekali",Lainnya,Positif
26789,Semangat abang @daffa_sofa,semangat abang,Lainnya,Netral
26790,KEREN ALTERA 🙌‼️. Sukses selalu,keren altera . sukses selalu,Lainnya,Positif
26791,"gokill, kerenn bangett, suksess teruss🙌","kocak , keren sangat , sukses teruss",Lainnya,Positif
26793,Keren bangettt 😍😍,keren sangat,Lainnya,Positif
26794,Keren sekali semoga sukses dan bisa terus-terusan berkarya..,keren sekali moga sukses terusan berkarya .,Lainnya,Positif
26796,Keren banget sukses selalu Altera 🔥🔥🔥👏,keren sekali sukses selalu altera,Lainnya,Positif
26797,Kerenn bangetttt lohhh👏👏,keren sangat loh,Lainnya,Positif
26798,"WAHHH KERENNN, SEMANGATTT👏🔥","wahhh keren , semangat",Lainnya,Positif
26799,KERENNN BANGETTTTT🤩🔥🔥,keren sangat,Lainnya,Positif
26800,"Keren banget, menyala abangku 🔥🔥","keren sekali , menyala abang",Lainnya,Positif
26801,Menyalaaaaaaaa alteraaaaaaa🔥🤩🤩🙌,nyala altera,Lainnya,Netral
26802,"MasyaAllah keren bngt, sukses terus Alteraa😍👏🏻","masyaallah keren sangat , sukses altera",Lainnya,Positif
26803,Mantab nih adik2 al azhar 👏,mantap adik al alazhar,Lainnya,Positif
26804,semangat selalu,semangat selalu,Lainnya,Netral
26806,"Semangat,terus berkarya 🔥","semangat , berkarya",Lainnya,Netral
26810,KERENNNN BANGETTT🔥🔥‼️,keren sangat,Lainnya,Positif
26812,oke keren acc 🔥❤️,oke keren setuju,Lainnya,Positif
26815,Ma syaa Allah bagusssss semogaaa kalian berbekat terus yawww🔥,ma allah bagus,Lainnya,Positif
26816,Wah keren banget🔥🔥semoga sukse,keren sekali moga sukses,Lainnya,Positif
26817,KEREN BGTTT🔥🔥🙌,keren bgttt,Lainnya,Positif
26819,Keren sih ini @daffa_sofa,keren sih,Lainnya,Positif
26820,Kerenn poll🔥,keren sangat,Lainnya,Positif
26821,Menyala Abang kuhh🔥🔥,menyala abang,Lainnya,Netral
26822,Semangat dan sukses yaa👏👏,semangat sukses,Lainnya,Positif
26823,Nyalain sendiri Alter 🔥🔥🔥🔥🔥🔥,hidup alter,Lainnya,Netral
26824,"masyaallah keren sekali 😍🔥, semangat trs 🙌🏻","masyaallah keren sekali , semangat",Lainnya,Positif
26828,Mantap...lanjutken 👏👏,mantap . lanjutken,Pelayanan,Positif
26829,@daffa_sofa semoga juara yaa Daffa 👏👏👏,moga juara,Lainnya,Positif
26830,Menyala Alteraaa 🔥🔥🔥🔥🔥,menyala altera,Lainnya,Netral
26831,"kerenn bangett dekk🤩, lanjutkann bakatmuu🤩🔥‼️","keren sangat , bakat",Lainnya,Positif
26832,Masya allah kerenn,allah keren,Lainnya,Positif
26834,Menyala... 🔥🔥🔥,menyala .,Lainnya,Netral
26838,WAHH LEGGOO ALTERAA KEREN BANGETT 💥💥,altera keren sangat,Lainnya,Positif
26839,"keren banget waaahh, yg main biola took the spotlight!🤩🤩🤩","keren sekali , main biola spotling !",Lainnya,Positif
26840,"kerenn, semangattt🔥🔥🔥🔥","keren , semangat",Lainnya,Positif
26841,Wwwihhh keren banget 🤩🤩,keren sekali,Lainnya,Positif
26842,"RRRRRRRR,,,KERENNNYAH!!🔥🔥","rrrrrrrr , kerennnyah !",Lainnya,Netral
26845,@sittachabiburachman Aamiin... Ya Rabb,aamiin .,Lainnya,Positif
26848,Basistnya kereen  abeeeezzztt 🤩🤩🤩,keren sangat,Lainnya,Positif
26857,Sukses Altera 🔥,sukses altera,Lainnya,Positif
26858,"masyaAllah keren bangeet, sukses selaluu😻👏🏻","masyaallah keren sangat , sukses selaluu",Lainnya,Positif
26859,Masyaallah keren banget kak 🔥🙌,masyaallah keren sekali kakak,Lainnya,Positif
26861,"keren banget, semangat n sukses terus yaa🔥👏","keren sekali , semangat sukses",Lainnya,Positif
26862,"keren bangett, masyaallah tabarakallah😍😍","keren sangat , masyaallah",Lainnya,Positif
26863,keren banget🔥🔥🔥,keren sekali,Lainnya,Positif
26865,"KERENNNN ALTERAAAAAA, MENYALAAAA BGTTTTTTT😍😍😍😍🔥🔥🔥","keren altera , nyala sangat",Lainnya,Positif
26866,"kerenn bangett, semogaa suksess teruss yaa!!🤩✨","keren sangat , sukses teruss !",Lainnya,Positif
26867,"keren banget, sukses terus dan semangat berkaryaa🙌","keren sekali , sukses semangat karya",Lainnya,Positif
26868,masyaallah keren bgttt sukses selalu😍👏,masyaallah keren bgttt sukses selalu,Lainnya,Positif
26869,Semangat dan sukses selalu ya dek🔥🔥,semangat sukses selalu adik,Lainnya,Positif
26870,"wih keren banget, semangat yaaa🔥🔥🔥🔥🔥🔥","wih keren sekali , semangat",Lainnya,Positif
26871,KERENNNN SEKALIII🔥🔥,keren sekali,Lainnya,Positif
26873,"Kerennn+kecee bangett, sukses terus yaa🙌🙌❤️‍🔥❤️‍🔥","keren kecee sangat , sukses",Lainnya,Positif
26875,@nizarwildann wahh masnya keren buanget e😮😮,keren sangat nya,Lainnya,Positif
